num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,10.0,40.0,1,,,,
,10.0,,,95,8.103,11.725,0
,10.0,,,80,8.139,9.83,0
,10.0,,,90,8.177,11.006,0
,10.0,,,90,8.241,10.921,0
4,10.0,40.0,2,,,,
,10.0,,,178,17.184,10.358,0
,10.0,,,176,17.226,10.217,0
,10.0,,,176,17.234,10.212,0
,10.0,,,185,17.637,10.489,0
4,10.0,40.0,3,,,,
,10.0,,,593,58.959,10.058,0
,10.0,,,602,59.056,10.194,0
,10.0,,,614,59.104,10.388,0
,10.0,,,597,59.117,10.099,0
4,10.0,40.0,4,,,,
,10.0,,,535,52.371,10.216,0
,10.0,,,546,52.372,10.426,0
,10.0,,,531,52.375,10.138,0
,10.0,,,570,52.45,10.868,0
