num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,10.0,40.0,1,,,,
4,10.0,40.0,2,,,,
,10.0,,,38,8.353,4.549,27
,10.0,,,42,8.482,4.952,15
,10.0,,,35,8.506,4.115,22
,10.0,,,44,8.513,5.169,23
4,10.0,40.0,3,,,,
,10.0,,,0,22.212,0.0,185
,10.0,,,0,22.604,0.0,194
,10.0,,,122,22.664,5.383,57
,10.0,,,141,22.737,6.201,59
,10.0,,,187,19.527,9.576,0
,10.0,,,45,19.902,2.261,150
4,10.0,40.0,4,,,,
,10.0,,,0,20.83,0.0,192
,10.0,,,0,20.959,0.0,185
,10.0,,,871,91.534,9.516,0
,10.0,,,905,91.544,9.886,0
,10.0,,,938,91.632,10.237,0
,10.0,,,0,93.399,0.0,908
