num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,10.0,40.0,1,,,,
4,10.0,40.0,2,,,,
,10.0,,,62,8.101,7.654,7
,10.0,,,57,8.455,6.741,9
,10.0,,,59,8.493,6.947,11
,10.0,,,51,8.564,5.955,9
,10.0,,,181,20.126,8.993,9
,10.0,,,162,20.156,8.037,13
4,10.0,40.0,3,,,,
,10.0,,,30,21.036,1.426,179
,10.0,,,2,21.212,0.094,178
,10.0,,,219,24.103,9.086,0
,10.0,,,236,24.115,9.786,0
4,10.0,40.0,4,,,,
,10.0,,,0,25.766,0.0,248
,10.0,,,0,25.89,0.0,216
,10.0,,,883,86.932,10.157,0
,10.0,,,934,86.944,10.743,0
,10.0,,,856,87.216,9.815,0
,10.0,,,0,88.843,0.0,868
