elapsed_time_s,num_instances,average_cpu_percent,mem_usage,avg_rtt_ms,decision,active_containers_names,label,host_cpu_percent
0.02,1,0.0,0.0,0.0,NO_ACTION,,normal,0.0
5.0,1,6.9,22.35,16.75,NO_ACTION,target_instance_1,normal,4.96
10.0,1,7.63,22.74,17.88,NO_ACTION,target_instance_1,normal,5.19
15.0,1,8.96,22.74,16.57,NO_ACTION,target_instance_1,normal,5.63
20.0,1,7.61,22.71,15.77,NO_ACTION,target_instance_1,normal,4.83
25.0,1,53.23,23.1,102.65,NO_ACTION,target_instance_1,attack,11.24
30.0,1,29.22,23.03,80.36,NO_ACTION,target_instance_1,attack,8.66
35.0,1,39.46,23.58,79.5,NO_ACTION,target_instance_1,attack,9.27
40.0,1,42.94,23.36,90.96,NO_ACTION,target_instance_1,attack,9.85
45.0,1,32.09,23.43,87.45,NO_ACTION,target_instance_1,attack,9.52
50.0,1,25.45,23.43,82.61,NO_ACTION,target_instance_1,attack,9.77
55.0,1,49.3,23.37,94.23,NO_ACTION,target_instance_1,attack,12.46
60.0,2,66.14,23.63,85.08,SCALE_UP,target_instance_1,attack,13.62
65.0,2,39.5,23.69,97.5,NO_ACTION,target_instance_1,attack,14.14
70.0,2,27.93,22.67,76.83,NO_ACTION,"target_instance_2,target_instance_1",attack,10.04
75.0,2,27.37,22.51,88.53,NO_ACTION,"target_instance_2,target_instance_1",attack,10.04
80.0,1,18.43,22.4,81.63,SCALE_DOWN,"target_instance_2,target_instance_1",attack,10.08
86.82,1,27.37,23.43,84.99,NO_ACTION,target_instance_1,attack,47.37
90.0,1,38.22,23.61,105.65,NO_ACTION,target_instance_1,attack,10.84
95.0,1,38.2,23.4,83.6,NO_ACTION,target_instance_1,attack,12.44
100.0,1,20.71,23.8,78.82,NO_ACTION,target_instance_1,attack,9.9
105.0,2,61.74,23.72,88.87,SCALE_UP,target_instance_1,attack,13.11
110.0,2,22.56,22.6,104.79,NO_ACTION,"target_instance_3,target_instance_1",attack,11.21
115.0,2,12.11,22.44,109.93,NO_ACTION,"target_instance_3,target_instance_1",attack,12.71
120.0,2,11.39,22.45,80.61,NO_ACTION,"target_instance_3,target_instance_1",attack,8.64
125.0,1,7.91,22.83,77.4,SCALE_DOWN,"target_instance_3,target_instance_1",attack,9.42
132.08,1,47.87,23.53,106.17,NO_ACTION,target_instance_1,attack,52.0
135.0,1,64.2,23.6,96.03,NO_ACTION,target_instance_1,attack,10.52
140.0,1,29.51,23.87,75.36,NO_ACTION,target_instance_1,attack,8.5
145.0,1,49.94,23.79,84.39,NO_ACTION,target_instance_1,attack,11.56
150.0,1,51.57,23.82,81.07,NO_ACTION,target_instance_1,attack,9.27
155.0,1,59.86,23.94,98.01,NO_ACTION,target_instance_1,attack,13.71
160.0,1,51.82,24.11,89.91,NO_ACTION,target_instance_1,attack,11.62
165.0,1,14.97,23.72,14.82,NO_ACTION,target_instance_1,normal,5.39
170.0,1,8.86,23.42,17.39,NO_ACTION,target_instance_1,normal,5.09
175.0,1,8.37,23.59,17.14,NO_ACTION,target_instance_1,normal,5.73
