num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,10.0,40.0,1,,,,
4,10.0,40.0,2,,,,
,10.0,,,43,8.117,5.297,8
,10.0,,,46,8.154,5.641,7
,10.0,,,54,8.201,6.585,9
,10.0,,,60,8.306,7.224,6
4,10.0,40.0,3,,,,
,10.0,,,57,23.599,2.415,111
,10.0,,,124,23.738,5.224,72
,10.0,,,77,23.75,3.242,131
,10.0,,,126,23.741,5.307,77
,10.0,,,189,19.773,9.559,0
,10.0,,,157,19.814,7.924,43
4,10.0,40.0,4,,,,
,10.0,,,0,21.065,0.0,210
,10.0,,,0,21.32,0.0,197
,10.0,,,894,91.444,9.777,0
,10.0,,,931,91.488,10.176,0
,10.0,,,919,91.531,10.04,0
,10.0,,,0,93.164,0.0,926
