elapsed_time_s,num_instances,average_cpu_percent,mem_usage,avg_rtt_ms,decision,active_containers_names,label
0.01,1,0.0,0.0,0.0,NO_ACTION,,normal
5.0,1,7.06,22.51,21.47,NO_ACTION,target_instance_1,normal
10.0,1,6.96,22.41,14.29,NO_ACTION,target_instance_1,normal
15.0,1,8.35,22.37,14.82,NO_ACTION,target_instance_1,normal
20.0,1,7.49,22.71,17.44,NO_ACTION,target_instance_1,normal
25.0,2,212.39,33.76,1115.98,SCALE_UP,target_instance_1,attack
30.0,2,213.73,46.54,864.92,NO_ACTION,target_instance_1,attack
35.0,2,204.05,42.64,1892.34,NO_ACTION,"target_instance_1,target_instance_2",attack
40.0,2,203.36,43.62,0.0,NO_ACTION,"target_instance_1,target_instance_2",attack
45.0,3,205.36,56.81,0.0,SCALE_UP,"target_instance_1,target_instance_2",attack
50.0,3,206.37,77.61,0.0,NO_ACTION,"target_instance_1,target_instance_2",attack
55.0,3,197.77,54.38,963.96,NO_ACTION,"target_instance_1,target_instance_2,target_instance_3",attack
60.0,3,194.51,59.98,1611.88,NO_ACTION,"target_instance_1,target_instance_2,target_instance_3",attack
65.0,4,199.26,65.81,0.0,SCALE_UP,"target_instance_1,target_instance_2,target_instance_3",attack
70.0,4,190.87,69.41,0.0,NO_ACTION,"target_instance_1,target_instance_2,target_instance_3",attack
75.0,4,195.97,70.77,0.0,NO_ACTION,"target_instance_1,target_instance_2,target_instance_3",attack
80.0,4,160.38,58.14,1198.89,NO_ACTION,"target_instance_4,target_instance_1,target_instance_2,target_instance_3",attack
85.0,4,197.17,59.75,0.0,NO_ACTION,"target_instance_4,target_instance_1,target_instance_2,target_instance_3",attack
90.0,4,193.72,60.28,0.0,NO_ACTION,"target_instance_4,target_instance_1,target_instance_2,target_instance_3",attack
95.0,4,189.53,59.63,0.0,NO_ACTION,"target_instance_4,target_instance_1,target_instance_2,target_instance_3",attack
100.0,4,190.31,60.72,0.0,NO_ACTION,"target_instance_4,target_instance_1,target_instance_2,target_instance_3",attack
105.0,4,183.68,60.72,0.0,NO_ACTION,"target_instance_4,target_instance_1,target_instance_2,target_instance_3",attack
110.0,4,184.77,61.66,0.0,NO_ACTION,"target_instance_4,target_instance_1,target_instance_2,target_instance_3",attack
115.0,4,187.37,61.41,0.0,NO_ACTION,"target_instance_4,target_instance_1,target_instance_2,target_instance_3",attack
120.0,4,185.06,63.11,0.0,NO_ACTION,"target_instance_4,target_instance_1,target_instance_2,target_instance_3",attack
125.0,4,186.12,62.71,0.0,NO_ACTION,"target_instance_4,target_instance_1,target_instance_2,target_instance_3",attack
130.0,4,189.55,63.04,0.0,NO_ACTION,"target_instance_4,target_instance_1,target_instance_2,target_instance_3",attack
135.0,4,189.42,64.23,0.0,NO_ACTION,"target_instance_4,target_instance_1,target_instance_2,target_instance_3",attack
140.0,4,188.33,64.3,0.0,NO_ACTION,"target_instance_4,target_instance_1,target_instance_2,target_instance_3",attack
145.0,4,185.74,65.49,0.0,NO_ACTION,"target_instance_4,target_instance_1,target_instance_2,target_instance_3",attack
150.0,4,191.02,65.73,0.0,NO_ACTION,"target_instance_4,target_instance_1,target_instance_2,target_instance_3",attack
155.0,4,187.41,65.16,0.0,NO_ACTION,"target_instance_4,target_instance_1,target_instance_2,target_instance_3",attack
160.0,4,186.7,66.29,0.0,NO_ACTION,"target_instance_4,target_instance_1,target_instance_2,target_instance_3",attack
165.0,4,192.3,65.78,0.0,NO_ACTION,"target_instance_4,target_instance_1,target_instance_2,target_instance_3",normal
170.0,4,189.04,67.67,0.0,NO_ACTION,"target_instance_4,target_instance_1,target_instance_2,target_instance_3",normal
175.0,4,188.81,66.66,0.0,NO_ACTION,"target_instance_4,target_instance_1,target_instance_2,target_instance_3",normal
