timestamp,src_ip,src_port,dst_ip,dst_port,packet_length,label
1.513960599899292,127.0.0.1,41894,127.0.0.1,8080,0,benign
1.535203218460083,127.0.0.1,8080,127.0.0.1,41894,0,benign
1.5611379146575928,127.0.0.1,41894,127.0.0.1,8080,0,benign
1.5758554935455322,127.0.0.1,8080,127.0.0.1,41894,0,benign
1.5879511833190918,127.0.0.1,41910,127.0.0.1,8080,0,benign
1.6093723773956299,127.0.0.1,8080,127.0.0.1,41910,0,benign
1.6180167198181152,127.0.0.1,41910,127.0.0.1,8080,0,benign
1.6346259117126465,127.0.0.1,8080,127.0.0.1,41910,0,benign
1.6437551975250244,127.0.0.1,41910,127.0.0.1,8080,0,benign
1.6550726890563965,127.0.0.1,41894,127.0.0.1,8080,0,benign
1.664766550064087,127.0.0.1,41910,127.0.0.1,8080,163,benign
1.6723508834838867,127.0.0.1,8080,127.0.0.1,41910,0,benign
1.6806023120880127,127.0.0.1,41914,127.0.0.1,8080,0,benign
1.68890380859375,127.0.0.1,8080,127.0.0.1,41914,0,benign
1.6978037357330322,127.0.0.1,41914,127.0.0.1,8080,0,benign
1.7017064094543457,127.0.0.1,8080,127.0.0.1,41914,0,benign
1.710465669631958,127.0.0.1,41922,127.0.0.1,8080,0,benign
1.7167561054229736,127.0.0.1,8080,127.0.0.1,41922,0,benign
1.7266085147857666,127.0.0.1,41922,127.0.0.1,8080,0,benign
1.7506422996520996,127.0.0.1,41914,127.0.0.1,8080,163,benign
1.7603318691253662,127.0.0.1,8080,127.0.0.1,41914,0,benign
1.7702605724334717,127.0.0.1,41938,127.0.0.1,8080,0,benign
1.776757001876831,127.0.0.1,8080,127.0.0.1,41938,0,benign
1.7886114120483398,127.0.0.1,41938,127.0.0.1,8080,0,benign
1.7979471683502197,127.0.0.1,8080,127.0.0.1,41938,0,benign
1.8200478553771973,127.0.0.1,8080,127.0.0.1,41922,0,benign
1.8263258934020996,127.0.0.1,41922,127.0.0.1,8080,0,benign
1.8311748504638672,127.0.0.1,41938,127.0.0.1,8080,0,benign
1.837738275527954,127.0.0.1,41894,127.0.0.1,8080,163,benign
1.8426189422607422,127.0.0.1,8080,127.0.0.1,41894,0,benign
1.8614170551300049,127.0.0.1,41938,127.0.0.1,8080,163,benign
1.88431715965271,127.0.0.1,8080,127.0.0.1,41938,0,benign
1.9058172702789307,127.0.0.1,41922,127.0.0.1,8080,163,benign
1.917839765548706,127.0.0.1,41948,127.0.0.1,8080,0,benign
1.9309391975402832,127.0.0.1,8080,127.0.0.1,41948,0,benign
1.9416368007659912,127.0.0.1,41948,127.0.0.1,8080,0,benign
1.961625337600708,127.0.0.1,41958,127.0.0.1,8080,0,benign
1.9696578979492188,127.0.0.1,8080,127.0.0.1,41958,0,benign
2.003610849380493,127.0.0.1,41958,127.0.0.1,8080,0,benign
2.0106160640716553,127.0.0.1,41960,127.0.0.1,8080,0,benign
2.0423636436462402,127.0.0.1,8080,127.0.0.1,41960,0,benign
2.074198007583618,127.0.0.1,41960,127.0.0.1,8080,0,benign
2.090991497039795,127.0.0.1,8080,127.0.0.1,41922,0,benign
2.111772298812866,127.0.0.1,41966,127.0.0.1,8080,0,benign
2.1401567459106445,127.0.0.1,8080,127.0.0.1,41966,0,benign
2.1606454849243164,127.0.0.1,41966,127.0.0.1,8080,0,benign
2.1749107837677,127.0.0.1,8080,127.0.0.1,41948,0,benign
2.2085554599761963,127.0.0.1,41972,127.0.0.1,8080,0,benign
2.2310585975646973,127.0.0.1,8080,127.0.0.1,41972,0,benign
2.2505223751068115,127.0.0.1,41972,127.0.0.1,8080,0,benign
2.27125883102417,127.0.0.1,41948,127.0.0.1,8080,0,benign
2.2957799434661865,127.0.0.1,41972,127.0.0.1,8080,163,benign
2.305908679962158,127.0.0.1,8080,127.0.0.1,41972,0,benign
2.3243210315704346,127.0.0.1,8080,127.0.0.1,41958,0,benign
2.345653772354126,127.0.0.1,41960,127.0.0.1,8080,163,benign
2.3631865978240967,127.0.0.1,8080,127.0.0.1,41960,0,benign
2.3776304721832275,127.0.0.1,8080,127.0.0.1,41960,0,benign
2.41917085647583,127.0.0.1,41958,127.0.0.1,8080,0,benign
2.454012393951416,127.0.0.1,41966,127.0.0.1,8080,163,benign
2.492854356765747,127.0.0.1,8080,127.0.0.1,41966,0,benign
2.507603168487549,127.0.0.1,8080,127.0.0.1,41966,0,benign
2.5325982570648193,127.0.0.1,8080,127.0.0.1,41972,0,benign
2.5487701892852783,127.0.0.1,41948,127.0.0.1,8080,163,benign
2.5814085006713867,127.0.0.1,8080,127.0.0.1,41948,0,benign
2.6121277809143066,127.0.0.1,41958,127.0.0.1,8080,163,benign
2.634559154510498,127.0.0.1,8080,127.0.0.1,41958,0,benign
2.6571147441864014,127.0.0.1,41976,127.0.0.1,8080,0,benign
2.686223268508911,127.0.0.1,8080,127.0.0.1,41976,0,benign
2.6920483112335205,127.0.0.1,41976,127.0.0.1,8080,0,benign
2.7020316123962402,127.0.0.1,8080,127.0.0.1,41976,0,benign
2.719404458999634,127.0.0.1,41976,127.0.0.1,8080,0,benign
