elapsed_time_s,num_instances,average_cpu_percent,mem_usage,avg_rtt_ms,decision,active_containers_names,label
0.01,1,0.0,0.0,0.0,NO_ACTION,,normal
5.0,2,84.9,24.34,36.25,SCALE_UP,target_instance_1,normal
10.0,2,78.96,24.62,35.24,NO_ACTION,target_instance_1,normal
15.0,2,37.9,19.75,35.63,NO_ACTION,"target_instance_2,target_instance_1",normal
20.0,2,21.75,18.35,34.11,NO_ACTION,"target_instance_2,target_instance_1",normal
25.0,2,34.94,19.78,36.69,NO_ACTION,"target_instance_2,target_instance_1",normal
30.0,2,43.98,21.7,34.21,NO_ACTION,"target_instance_2,target_instance_1",normal
35.0,2,31.21,20.13,35.93,NO_ACTION,"target_instance_2,target_instance_1",normal
40.0,2,31.25,20.05,35.69,NO_ACTION,"target_instance_2,target_instance_1",normal
45.0,2,37.95,20.07,35.53,NO_ACTION,"target_instance_2,target_instance_1",normal
50.0,2,28.68,18.4,35.53,NO_ACTION,"target_instance_2,target_instance_1",normal
55.0,2,46.35,19.96,36.28,NO_ACTION,"target_instance_2,target_instance_1",normal
60.0,2,33.47,19.96,34.03,NO_ACTION,"target_instance_2,target_instance_1",normal
65.0,2,37.76,20.2,35.85,NO_ACTION,"target_instance_2,target_instance_1",normal
70.0,2,45.75,21.85,35.26,NO_ACTION,"target_instance_2,target_instance_1",normal
75.0,2,43.46,20.08,36.49,NO_ACTION,"target_instance_2,target_instance_1",normal
80.0,2,34.51,20.09,35.87,NO_ACTION,"target_instance_2,target_instance_1",normal
85.0,2,43.42,20.2,38.1,NO_ACTION,"target_instance_2,target_instance_1",normal
90.0,1,24.01,18.48,35.35,SCALE_DOWN,"target_instance_2,target_instance_1",normal
95.67,1,87.06,25.04,35.53,NO_ACTION,target_instance_1,normal
100.0,1,84.1,25.16,36.67,NO_ACTION,target_instance_1,normal
105.0,1,73.26,25.14,34.64,NO_ACTION,target_instance_1,normal
110.0,2,77.29,25.4,35.39,SCALE_UP,target_instance_1,normal
115.0,2,118.0,24.91,39.53,NO_ACTION,target_instance_1,normal
120.0,2,48.62,21.84,35.94,NO_ACTION,"target_instance_1,target_instance_3",normal
125.0,2,41.26,20.09,35.78,NO_ACTION,"target_instance_1,target_instance_3",normal
130.0,2,36.32,19.97,36.04,NO_ACTION,"target_instance_1,target_instance_3",normal
135.0,1,23.64,18.38,34.86,SCALE_DOWN,"target_instance_1,target_instance_3",normal
140.74,1,66.22,25.39,34.89,NO_ACTION,target_instance_1,normal
145.0,1,74.28,25.34,36.23,NO_ACTION,target_instance_1,normal
150.0,1,68.43,25.31,34.37,NO_ACTION,target_instance_1,normal
155.0,2,81.66,25.46,36.33,SCALE_UP,target_instance_1,normal
160.0,2,82.8,25.46,35.73,NO_ACTION,target_instance_1,normal
165.0,2,39.44,20.21,36.31,NO_ACTION,"target_instance_1,target_instance_4",normal
170.0,2,30.58,20.21,35.44,NO_ACTION,"target_instance_1,target_instance_4",normal
175.0,2,30.06,18.54,35.38,NO_ACTION,"target_instance_1,target_instance_4",normal
