elapsed_time_s,num_instances,average_cpu_percent,mem_usage,avg_rtt_ms,decision,active_containers_names,label
0.03,1,0.0,0.0,0.0,NO_ACTION,,normal
5.0,1,48.47,24.02,35.89,NO_ACTION,target_instance_1,normal
10.0,1,47.05,24.46,35.64,NO_ACTION,target_instance_1,normal
15.0,1,49.29,24.51,36.75,NO_ACTION,target_instance_1,normal
20.0,1,47.9,24.99,35.75,NO_ACTION,target_instance_1,normal
25.0,1,48.4,24.91,36.11,NO_ACTION,target_instance_1,normal
30.0,1,46.64,24.84,35.36,NO_ACTION,target_instance_1,normal
35.0,1,52.57,25.0,36.56,NO_ACTION,target_instance_1,normal
40.0,1,57.2,25.06,37.58,NO_ACTION,target_instance_1,normal
45.0,2,64.83,24.99,38.17,SCALE_UP,target_instance_1,normal
50.01,2,64.66,25.23,39.46,NO_ACTION,target_instance_1,normal
55.0,2,25.03,19.91,37.34,NO_ACTION,"target_instance_2,target_instance_1",normal
60.0,2,26.61,20.11,36.33,NO_ACTION,"target_instance_2,target_instance_1",normal
65.0,2,31.05,20.11,37.33,NO_ACTION,"target_instance_2,target_instance_1",normal
70.0,1,16.1,18.47,37.12,SCALE_DOWN,"target_instance_2,target_instance_1",normal
75.66,1,61.54,25.51,37.78,NO_ACTION,target_instance_1,normal
80.0,1,64.62,25.15,37.92,NO_ACTION,target_instance_1,normal
85.0,1,52.99,25.5,37.77,NO_ACTION,target_instance_1,normal
90.0,1,54.61,25.38,37.42,NO_ACTION,target_instance_1,normal
95.0,1,52.91,25.59,37.32,NO_ACTION,target_instance_1,normal
100.0,1,56.77,25.35,37.19,NO_ACTION,target_instance_1,normal
105.0,1,57.43,25.61,37.8,NO_ACTION,target_instance_1,normal
110.0,2,60.39,25.72,37.86,SCALE_UP,target_instance_1,normal
115.0,2,71.32,25.72,42.97,NO_ACTION,target_instance_1,normal
120.0,2,34.73,21.72,36.93,NO_ACTION,"target_instance_1,target_instance_3",normal
125.0,2,25.08,20.29,37.85,NO_ACTION,"target_instance_1,target_instance_3",normal
130.01,2,28.85,20.28,36.94,NO_ACTION,"target_instance_1,target_instance_3",normal
135.0,2,31.9,20.28,37.68,NO_ACTION,"target_instance_1,target_instance_3",normal
140.0,1,18.16,18.53,35.88,SCALE_DOWN,"target_instance_1,target_instance_3",normal
145.64,1,58.15,25.79,38.44,NO_ACTION,target_instance_1,normal
150.0,1,61.32,25.42,38.06,NO_ACTION,target_instance_1,normal
155.0,1,53.04,25.43,37.09,NO_ACTION,target_instance_1,normal
160.0,1,53.54,25.43,36.34,NO_ACTION,target_instance_1,normal
165.01,1,57.13,25.66,37.78,NO_ACTION,target_instance_1,normal
170.01,1,57.09,25.51,36.99,NO_ACTION,target_instance_1,normal
175.0,2,87.92,25.82,55.95,SCALE_UP,target_instance_1,normal
