elapsed_time_s,num_instances,average_cpu_percent,mem_usage,avg_rtt_ms,decision,active_containers_names,label,host_cpu_percent
0.02,1,0.0,0.0,0.0,NO_ACTION,,normal,0.0
5.0,1,37.72,23.43,33.02,NO_ACTION,target_instance_1,normal,17.66
10.0,1,36.41,23.32,31.85,NO_ACTION,target_instance_1,normal,17.56
15.0,1,35.72,23.37,31.45,NO_ACTION,target_instance_1,normal,17.73
20.0,1,35.76,23.54,31.55,NO_ACTION,target_instance_1,normal,16.75
25.0,1,35.23,23.76,30.47,NO_ACTION,target_instance_1,normal,17.45
30.0,1,25.86,23.54,30.84,NO_ACTION,target_instance_1,normal,14.92
35.0,1,29.76,23.44,30.35,NO_ACTION,target_instance_1,normal,15.69
40.0,1,28.76,23.82,30.71,NO_ACTION,target_instance_1,normal,14.9
45.0,1,29.61,23.75,31.85,NO_ACTION,target_instance_1,normal,15.29
50.0,1,29.04,23.77,30.91,NO_ACTION,target_instance_1,normal,15.68
55.0,1,34.66,23.68,31.85,NO_ACTION,target_instance_1,normal,16.42
60.0,1,27.93,23.73,30.32,NO_ACTION,target_instance_1,normal,14.89
65.0,1,34.04,23.98,30.17,NO_ACTION,target_instance_1,normal,16.23
70.0,1,29.17,23.85,31.16,NO_ACTION,target_instance_1,normal,15.48
75.0,1,30.96,24.1,30.87,NO_ACTION,target_instance_1,normal,15.8
80.0,1,27.87,23.97,29.72,NO_ACTION,target_instance_1,normal,15.22
85.0,1,30.54,23.85,30.42,NO_ACTION,target_instance_1,normal,16.3
90.0,1,28.51,23.85,30.28,NO_ACTION,target_instance_1,normal,14.91
95.0,1,31.83,23.98,29.74,NO_ACTION,target_instance_1,normal,15.73
100.0,1,27.45,23.73,30.67,NO_ACTION,target_instance_1,normal,14.05
105.0,1,32.96,23.62,31.82,NO_ACTION,target_instance_1,normal,15.9
110.0,1,31.99,24.1,30.72,NO_ACTION,target_instance_1,normal,16.01
115.0,1,31.3,23.86,31.67,NO_ACTION,target_instance_1,normal,15.74
120.0,1,29.65,23.85,31.23,NO_ACTION,target_instance_1,normal,14.99
125.0,1,27.81,24.11,29.48,NO_ACTION,target_instance_1,normal,14.97
130.0,1,26.77,23.73,30.26,NO_ACTION,target_instance_1,normal,15.3
135.0,1,31.62,23.98,31.41,NO_ACTION,target_instance_1,normal,16.63
140.0,1,28.33,23.86,30.63,NO_ACTION,target_instance_1,normal,14.65
145.0,1,37.1,24.34,32.3,NO_ACTION,target_instance_1,normal,17.01
150.0,1,28.57,23.85,29.48,NO_ACTION,target_instance_1,normal,14.18
155.0,1,33.48,23.86,30.24,NO_ACTION,target_instance_1,normal,16.38
160.0,1,29.96,23.85,30.95,NO_ACTION,target_instance_1,normal,15.48
165.0,1,31.0,23.99,30.06,NO_ACTION,target_instance_1,normal,16.06
170.01,1,28.54,23.77,31.9,NO_ACTION,target_instance_1,normal,15.91
175.0,1,29.05,23.74,30.36,NO_ACTION,target_instance_1,normal,16.07
