elapsed_time_s,num_instances,average_cpu_percent,mem_usage,avg_rtt_ms,decision,active_containers_names,label
0.02,1,0.0,0.0,0.0,NO_ACTION,,normal
5.0,1,36.62,24.74,33.47,NO_ACTION,target_instance_1,normal
10.0,1,39.13,24.66,34.15,NO_ACTION,target_instance_1,normal
15.0,1,37.17,24.95,33.15,NO_ACTION,target_instance_1,normal
20.0,1,32.52,24.95,32.98,NO_ACTION,target_instance_1,normal
25.0,1,35.59,24.91,32.8,NO_ACTION,target_instance_1,normal
30.0,1,39.32,24.93,33.96,NO_ACTION,target_instance_1,normal
35.0,1,41.46,24.84,33.83,NO_ACTION,target_instance_1,normal
40.0,1,33.45,24.81,33.83,NO_ACTION,target_instance_1,normal
45.0,1,39.88,25.19,33.57,NO_ACTION,target_instance_1,normal
50.0,1,33.64,25.22,32.61,NO_ACTION,target_instance_1,normal
55.0,1,38.37,25.27,32.71,NO_ACTION,target_instance_1,normal
60.0,1,44.76,25.3,34.72,NO_ACTION,target_instance_1,normal
65.0,1,41.51,25.31,32.88,NO_ACTION,target_instance_1,normal
70.0,1,48.0,25.29,35.64,NO_ACTION,target_instance_1,normal
75.0,1,47.13,25.42,34.29,NO_ACTION,target_instance_1,normal
80.0,1,31.02,25.17,32.43,NO_ACTION,target_instance_1,normal
85.0,1,42.79,25.3,34.1,NO_ACTION,target_instance_1,normal
90.0,1,36.35,25.3,33.41,NO_ACTION,target_instance_1,normal
95.0,1,38.67,25.18,33.21,NO_ACTION,target_instance_1,normal
100.0,1,36.2,25.3,32.82,NO_ACTION,target_instance_1,normal
105.0,1,39.47,25.06,32.95,NO_ACTION,target_instance_1,normal
110.0,1,31.89,25.3,32.11,NO_ACTION,target_instance_1,normal
115.0,1,38.15,25.3,33.93,NO_ACTION,target_instance_1,normal
120.0,1,40.7,25.46,33.51,NO_ACTION,target_instance_1,normal
125.0,1,38.34,25.51,33.1,NO_ACTION,target_instance_1,normal
130.0,1,32.71,25.51,32.35,NO_ACTION,target_instance_1,normal
135.0,1,36.05,25.52,33.19,NO_ACTION,target_instance_1,normal
140.0,1,41.4,25.52,32.64,NO_ACTION,target_instance_1,normal
145.0,1,33.15,25.39,32.96,NO_ACTION,target_instance_1,normal
150.0,1,36.72,25.31,32.57,NO_ACTION,target_instance_1,normal
155.0,1,36.85,25.64,32.66,NO_ACTION,target_instance_1,normal
160.0,1,37.16,25.64,32.83,NO_ACTION,target_instance_1,normal
165.0,1,37.72,25.51,33.09,NO_ACTION,target_instance_1,normal
170.0,1,36.33,25.48,33.45,NO_ACTION,target_instance_1,normal
175.0,1,36.32,25.27,33.78,NO_ACTION,target_instance_1,normal
