elapsed_time_s,num_instances,average_cpu_percent,mem_usage,avg_rtt_ms,decision,active_containers_names,label
0.02,1,0.0,0.0,0.0,NO_ACTION,,normal
5.0,2,66.3,24.43,39.41,SCALE_UP,target_instance_1,normal
10.0,2,93.14,24.74,42.92,NO_ACTION,target_instance_1,normal
15.0,2,35.29,20.13,38.71,NO_ACTION,"target_instance_1,target_instance_2",normal
20.0,2,18.72,18.3,38.82,NO_ACTION,"target_instance_1,target_instance_2",normal
25.0,2,36.93,20.16,40.25,NO_ACTION,"target_instance_1,target_instance_2",normal
30.0,2,30.24,20.12,38.39,NO_ACTION,"target_instance_1,target_instance_2",normal
35.0,2,45.31,21.96,39.52,NO_ACTION,"target_instance_1,target_instance_2",normal
40.0,2,30.57,20.16,36.93,NO_ACTION,"target_instance_1,target_instance_2",normal
45.0,2,29.27,20.41,38.25,NO_ACTION,"target_instance_1,target_instance_2",normal
50.0,2,33.28,20.44,37.61,NO_ACTION,"target_instance_1,target_instance_2",normal
55.0,2,36.4,20.31,39.14,NO_ACTION,"target_instance_1,target_instance_2",normal
60.0,1,21.68,18.53,38.07,SCALE_DOWN,"target_instance_1,target_instance_2",normal
65.64,1,69.04,25.93,39.5,NO_ACTION,target_instance_1,normal
70.01,1,71.08,25.54,39.1,NO_ACTION,target_instance_1,normal
75.0,1,75.35,25.67,38.79,NO_ACTION,target_instance_1,normal
80.0,2,61.99,25.67,37.82,SCALE_UP,target_instance_1,normal
85.0,2,76.5,25.69,41.17,NO_ACTION,target_instance_1,normal
90.0,2,41.14,22.01,37.66,NO_ACTION,"target_instance_1,target_instance_3",normal
95.0,2,29.24,20.19,40.22,NO_ACTION,"target_instance_1,target_instance_3",normal
100.01,2,28.06,20.19,38.02,NO_ACTION,"target_instance_1,target_instance_3",normal
105.0,2,35.9,20.31,39.47,NO_ACTION,"target_instance_1,target_instance_3",normal
110.0,1,21.73,18.61,37.14,SCALE_DOWN,"target_instance_1,target_instance_3",normal
115.72,1,68.43,25.72,39.65,NO_ACTION,target_instance_1,normal
120.0,1,65.13,25.88,37.04,NO_ACTION,target_instance_1,normal
125.0,1,58.1,25.88,38.11,NO_ACTION,target_instance_1,normal
130.0,2,61.92,25.83,37.56,SCALE_UP,target_instance_1,normal
135.0,2,64.65,25.52,43.34,NO_ACTION,target_instance_1,normal
140.0,2,48.56,22.07,37.89,NO_ACTION,"target_instance_1,target_instance_4",normal
145.0,2,29.28,20.49,39.18,NO_ACTION,"target_instance_1,target_instance_4",normal
150.0,2,37.98,20.37,37.79,NO_ACTION,"target_instance_1,target_instance_4",normal
155.0,2,32.58,20.23,38.09,NO_ACTION,"target_instance_1,target_instance_4",normal
160.0,1,18.08,18.47,37.44,SCALE_DOWN,"target_instance_1,target_instance_4",normal
165.62,1,66.58,25.9,40.26,NO_ACTION,target_instance_1,normal
170.0,1,64.53,25.64,39.06,NO_ACTION,target_instance_1,normal
175.0,1,66.77,25.78,37.53,NO_ACTION,target_instance_1,normal
