elapsed_time_s,num_instances,average_cpu_percent,mem_usage,avg_rtt_ms,decision,active_containers_names,label,host_cpu_percent
0.01,1,0.0,0.0,0.0,NO_ACTION,,normal,0.0
5.01,2,102.29,24.97,49.54,SCALE_UP,target_instance_1,normal,37.49
10.0,2,101.59,25.19,52.14,NO_ACTION,target_instance_1,normal,36.2
15.0,2,49.14,20.28,48.48,NO_ACTION,"target_instance_2,target_instance_1",normal,34.13
20.01,2,32.23,18.46,47.52,NO_ACTION,"target_instance_2,target_instance_1",normal,33.44
25.01,2,50.61,20.12,49.66,NO_ACTION,"target_instance_2,target_instance_1",normal,34.81
30.0,2,46.28,20.4,45.58,NO_ACTION,"target_instance_2,target_instance_1",normal,33.2
35.01,3,63.39,22.09,46.22,SCALE_UP,"target_instance_2,target_instance_1",normal,37.02
40.0,3,46.14,20.54,48.21,NO_ACTION,"target_instance_2,target_instance_1",normal,33.73
45.0,3,30.76,18.68,45.9,NO_ACTION,"target_instance_2,target_instance_3,target_instance_1",normal,34.72
50.01,3,30.21,18.51,45.5,NO_ACTION,"target_instance_2,target_instance_3,target_instance_1",normal,32.67
55.0,3,31.82,18.6,47.08,NO_ACTION,"target_instance_2,target_instance_3,target_instance_1",normal,34.66
60.0,3,31.55,18.59,46.43,NO_ACTION,"target_instance_2,target_instance_3,target_instance_1",normal,33.17
65.0,3,32.07,18.51,47.01,NO_ACTION,"target_instance_2,target_instance_3,target_instance_1",normal,34.62
70.01,3,32.07,18.51,46.2,NO_ACTION,"target_instance_2,target_instance_3,target_instance_1",normal,33.24
75.0,3,31.25,18.58,46.69,NO_ACTION,"target_instance_2,target_instance_3,target_instance_1",normal,34.7
80.0,3,32.06,18.52,46.32,NO_ACTION,"target_instance_2,target_instance_3,target_instance_1",normal,33.14
85.0,3,29.5,18.53,47.64,NO_ACTION,"target_instance_2,target_instance_3,target_instance_1",normal,34.19
90.0,3,30.84,18.52,46.27,NO_ACTION,"target_instance_2,target_instance_3,target_instance_1",normal,33.32
95.0,3,30.84,18.52,46.4,NO_ACTION,"target_instance_2,target_instance_3,target_instance_1",normal,34.39
100.01,3,31.4,18.51,46.14,NO_ACTION,"target_instance_2,target_instance_3,target_instance_1",normal,33.37
105.0,3,31.35,18.68,47.21,NO_ACTION,"target_instance_2,target_instance_3,target_instance_1",normal,34.57
110.0,3,31.45,18.77,45.85,NO_ACTION,"target_instance_2,target_instance_3,target_instance_1",normal,33.1
115.01,3,31.45,18.77,46.76,NO_ACTION,"target_instance_2,target_instance_3,target_instance_1",normal,33.32
120.0,3,30.67,18.77,46.34,NO_ACTION,"target_instance_2,target_instance_3,target_instance_1",normal,32.73
125.0,3,32.84,18.62,46.95,NO_ACTION,"target_instance_2,target_instance_3,target_instance_1",normal,34.13
130.0,3,30.59,18.79,46.18,NO_ACTION,"target_instance_2,target_instance_3,target_instance_1",normal,33.03
135.0,3,31.18,18.53,46.87,NO_ACTION,"target_instance_2,target_instance_3,target_instance_1",normal,34.07
140.01,3,31.18,18.53,46.0,NO_ACTION,"target_instance_2,target_instance_3,target_instance_1",normal,32.99
145.0,3,31.73,18.52,46.57,NO_ACTION,"target_instance_2,target_instance_3,target_instance_1",normal,34.19
150.0,3,31.29,18.61,47.53,NO_ACTION,"target_instance_2,target_instance_3,target_instance_1",normal,33.29
155.0,3,31.57,18.61,46.63,NO_ACTION,"target_instance_2,target_instance_3,target_instance_1",normal,34.17
160.01,3,31.06,18.52,46.27,NO_ACTION,"target_instance_2,target_instance_3,target_instance_1",normal,33.28
165.0,3,31.06,18.52,46.39,NO_ACTION,"target_instance_2,target_instance_3,target_instance_1",normal,34.39
170.01,3,31.93,18.54,46.13,NO_ACTION,"target_instance_2,target_instance_3,target_instance_1",normal,33.61
175.0,3,32.08,18.62,46.19,NO_ACTION,"target_instance_2,target_instance_3,target_instance_1",normal,33.79
