elapsed_time_s,num_instances,average_cpu_percent,mem_usage,avg_rtt_ms,decision,active_containers_names,label,host_cpu_percent
0.02,1,0.0,0.0,0.0,NO_ACTION,,normal,0.0
5.0,2,84.13,24.39,43.28,SCALE_UP,target_instance_1,normal,35.75
10.02,2,80.92,24.44,42.36,NO_ACTION,target_instance_1,normal,30.43
15.0,2,38.92,19.95,42.06,NO_ACTION,"target_instance_2,target_instance_1",normal,30.41
20.0,2,25.45,18.3,39.83,NO_ACTION,"target_instance_2,target_instance_1",normal,27.47
25.0,2,36.46,20.23,41.17,NO_ACTION,"target_instance_2,target_instance_1",normal,30.72
30.0,2,46.33,21.84,38.55,NO_ACTION,"target_instance_2,target_instance_1",normal,28.6
35.0,2,30.96,20.33,39.43,NO_ACTION,"target_instance_2,target_instance_1",normal,27.94
40.0,2,30.71,20.11,37.57,NO_ACTION,"target_instance_2,target_instance_1",normal,25.5
45.0,2,34.02,20.35,38.8,NO_ACTION,"target_instance_2,target_instance_1",normal,27.62
50.0,1,21.15,18.31,37.79,SCALE_DOWN,"target_instance_2,target_instance_1",normal,26.43
55.69,1,62.17,25.09,39.19,NO_ACTION,target_instance_1,normal,39.53
60.0,1,65.93,25.35,38.77,NO_ACTION,target_instance_1,normal,25.84
65.0,1,63.1,25.34,37.7,NO_ACTION,target_instance_1,normal,25.72
70.0,2,61.34,25.51,37.92,SCALE_UP,target_instance_1,normal,30.35
75.0,2,59.22,25.47,40.11,NO_ACTION,target_instance_1,normal,27.9
80.0,2,30.94,20.03,38.64,NO_ACTION,"target_instance_3,target_instance_1",normal,24.08
85.0,2,29.34,20.15,38.52,NO_ACTION,"target_instance_3,target_instance_1",normal,26.66
90.0,2,31.28,20.16,38.21,NO_ACTION,"target_instance_3,target_instance_1",normal,26.38
95.0,2,31.01,20.15,38.55,NO_ACTION,"target_instance_3,target_instance_1",normal,27.65
100.0,1,18.86,18.34,38.23,SCALE_DOWN,"target_instance_3,target_instance_1",normal,26.43
105.63,1,60.88,25.25,38.59,NO_ACTION,target_instance_1,normal,35.56
110.0,1,66.96,25.78,37.99,NO_ACTION,target_instance_1,normal,25.35
115.0,1,65.12,25.14,38.89,NO_ACTION,target_instance_1,normal,26.25
120.0,2,64.83,25.41,37.9,SCALE_UP,target_instance_1,normal,30.78
125.0,2,59.09,25.4,40.48,NO_ACTION,target_instance_1,normal,27.05
130.0,2,26.87,20.06,37.88,NO_ACTION,"target_instance_4,target_instance_1",normal,24.88
135.0,2,30.12,20.18,39.94,NO_ACTION,"target_instance_4,target_instance_1",normal,27.62
140.0,2,26.68,20.18,37.69,NO_ACTION,"target_instance_4,target_instance_1",normal,23.99
145.0,2,33.12,20.18,38.23,NO_ACTION,"target_instance_4,target_instance_1",normal,25.5
150.0,1,20.31,18.35,38.14,SCALE_DOWN,"target_instance_4,target_instance_1",normal,26.93
155.68,1,64.74,25.54,39.42,NO_ACTION,target_instance_1,normal,40.35
160.0,1,73.44,25.28,40.49,NO_ACTION,target_instance_1,normal,28.41
165.0,1,63.56,25.53,38.18,NO_ACTION,target_instance_1,normal,26.23
170.0,1,57.22,25.49,37.68,NO_ACTION,target_instance_1,normal,24.96
175.0,2,63.17,25.66,38.92,SCALE_UP,target_instance_1,normal,30.78
