num_clients,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,60.0,240.0,1,,,,
,60.0,,,10170,180.799,56.25,5
,60.0,,,10128,180.797,56.019,8
,60.0,,,10289,180.814,56.904,9
,60.0,,,10334,180.82,57.151,4
