elapsed_time_s,num_instances,average_cpu_percent,mem_usage,avg_rtt_ms,decision,active_containers_names,label
0.01,1,0.0,0.0,0.0,NO_ACTION,,normal
5.0,2,63.98,24.13,40.89,SCALE_UP,target_instance_1,normal
10.0,2,67.4,24.28,39.01,NO_ACTION,target_instance_1,normal
15.0,2,29.16,19.83,37.35,NO_ACTION,"target_instance_1,target_instance_2",normal
20.0,2,14.89,18.13,37.88,NO_ACTION,"target_instance_1,target_instance_2",normal
25.0,2,27.14,19.87,37.14,NO_ACTION,"target_instance_1,target_instance_2",normal
30.0,2,41.06,21.51,36.42,NO_ACTION,"target_instance_1,target_instance_2",normal
35.0,1,22.95,19.88,36.65,SCALE_DOWN,"target_instance_1,target_instance_2",normal
40.95,1,48.24,24.97,37.3,NO_ACTION,target_instance_1,normal
45.0,1,49.61,24.98,35.84,NO_ACTION,target_instance_1,normal
50.0,1,47.21,25.24,34.62,NO_ACTION,target_instance_1,normal
55.0,1,58.84,25.15,37.56,NO_ACTION,target_instance_1,normal
60.0,1,59.0,25.06,37.36,NO_ACTION,target_instance_1,normal
65.0,1,53.59,25.31,36.41,NO_ACTION,target_instance_1,normal
70.0,1,48.92,25.26,35.99,NO_ACTION,target_instance_1,normal
75.0,1,47.76,25.08,36.66,NO_ACTION,target_instance_1,normal
80.0,1,59.81,25.15,36.54,NO_ACTION,target_instance_1,normal
85.02,1,57.61,25.55,36.79,NO_ACTION,target_instance_1,normal
90.0,1,46.37,25.43,34.6,NO_ACTION,target_instance_1,normal
95.0,1,52.62,25.3,35.46,NO_ACTION,target_instance_1,normal
100.0,1,44.95,25.14,35.41,NO_ACTION,target_instance_1,normal
105.01,1,54.79,25.31,35.53,NO_ACTION,target_instance_1,normal
110.0,1,41.94,25.31,34.73,NO_ACTION,target_instance_1,normal
115.0,1,53.12,25.45,37.0,NO_ACTION,target_instance_1,normal
120.0,1,48.34,25.4,35.84,NO_ACTION,target_instance_1,normal
125.0,1,49.77,25.45,35.15,NO_ACTION,target_instance_1,normal
130.0,1,41.4,25.44,35.28,NO_ACTION,target_instance_1,normal
135.0,1,49.46,25.44,36.33,NO_ACTION,target_instance_1,normal
140.0,1,50.35,25.69,35.52,NO_ACTION,target_instance_1,normal
145.0,1,56.07,25.44,37.31,NO_ACTION,target_instance_1,normal
150.0,1,47.48,25.66,35.88,NO_ACTION,target_instance_1,normal
155.0,1,48.96,25.2,35.23,NO_ACTION,target_instance_1,normal
160.0,1,48.13,25.44,35.51,NO_ACTION,target_instance_1,normal
165.0,1,52.61,25.31,35.22,NO_ACTION,target_instance_1,normal
170.0,1,50.09,25.32,35.77,NO_ACTION,target_instance_1,normal
175.0,1,48.14,25.31,35.88,NO_ACTION,target_instance_1,normal
