elapsed_time_s,num_instances,average_cpu_percent,mem_usage,avg_rtt_ms,decision,active_containers_names,label,host_cpu_percent
0.01,1,0.0,0.0,0.0,NO_ACTION,,normal,0.0
5.0,1,5.75,22.48,15.27,NO_ACTION,target_instance_1,normal,4.66
10.0,1,7.18,22.35,17.2,NO_ACTION,target_instance_1,normal,4.72
15.0,1,7.92,22.36,14.51,NO_ACTION,target_instance_1,normal,5.29
20.0,1,6.46,22.52,18.31,NO_ACTION,target_instance_1,normal,4.2
25.0,1,18.07,22.98,60.35,NO_ACTION,target_instance_1,attack,9.23
30.0,1,24.18,23.17,43.24,NO_ACTION,target_instance_1,attack,5.75
35.0,1,24.22,23.05,62.26,NO_ACTION,target_instance_1,attack,9.54
40.0,1,25.04,23.17,56.81,NO_ACTION,target_instance_1,attack,8.63
45.0,1,21.15,22.93,57.26,NO_ACTION,target_instance_1,attack,8.47
50.0,1,25.46,23.17,51.38,NO_ACTION,target_instance_1,attack,7.07
55.0,1,30.17,23.49,48.28,NO_ACTION,target_instance_1,attack,8.42
60.0,1,20.58,23.34,45.46,NO_ACTION,target_instance_1,attack,6.74
65.0,1,21.54,23.43,50.18,NO_ACTION,target_instance_1,attack,7.43
70.0,1,23.75,23.44,54.57,NO_ACTION,target_instance_1,attack,7.82
75.0,1,15.75,23.33,55.48,NO_ACTION,target_instance_1,attack,7.2
80.0,1,25.47,23.57,40.26,NO_ACTION,target_instance_1,attack,6.72
85.0,1,32.07,23.59,51.77,NO_ACTION,target_instance_1,attack,8.03
90.0,1,22.33,23.47,46.64,NO_ACTION,target_instance_1,attack,6.71
95.0,1,25.4,23.6,56.64,NO_ACTION,target_instance_1,attack,10.66
100.0,1,19.96,23.36,46.56,NO_ACTION,target_instance_1,attack,7.86
105.0,1,19.4,23.23,44.94,NO_ACTION,target_instance_1,attack,7.28
110.0,1,13.51,23.47,42.66,NO_ACTION,target_instance_1,attack,6.71
115.0,1,18.76,23.48,53.31,NO_ACTION,target_instance_1,attack,7.96
120.0,1,24.77,23.55,50.29,NO_ACTION,target_instance_1,attack,8.11
125.0,1,38.49,23.61,56.99,NO_ACTION,target_instance_1,attack,9.95
130.0,1,26.2,23.61,45.46,NO_ACTION,target_instance_1,attack,8.02
135.0,1,39.99,23.49,58.37,NO_ACTION,target_instance_1,attack,10.08
140.0,1,22.96,23.4,46.78,NO_ACTION,target_instance_1,attack,6.65
145.0,1,33.88,23.5,57.21,NO_ACTION,target_instance_1,attack,9.05
150.0,1,35.59,23.61,61.04,NO_ACTION,target_instance_1,attack,10.69
155.0,1,18.24,23.49,49.07,NO_ACTION,target_instance_1,attack,8.0
160.0,1,33.41,23.6,48.1,NO_ACTION,target_instance_1,attack,8.95
165.0,1,29.75,23.35,15.43,NO_ACTION,target_instance_1,normal,4.86
170.0,1,7.54,23.12,17.75,NO_ACTION,target_instance_1,normal,4.49
175.0,1,6.89,23.32,15.83,NO_ACTION,target_instance_1,normal,5.77
