num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,1.0,4.0,1,,,,
,1.0,,,24,31.814,0.754,0
,1.0,,,28,32.713,0.856,0
,1.0,,,25,32.743,0.764,0
4,1.0,4.0,2,,,,
,1.0,,,68,55.762,1.219,0
,1.0,,,28,23.04,1.215,0
,1.0,,,22,23.327,0.943,0
,1.0,,,27,23.385,1.155,0
4,1.0,4.0,1,,,,
,1.0,,,18,14.823,1.214,0
,1.0,,,18,15.09,1.193,0
,1.0,,,12,15.164,0.791,0
4,1.0,4.0,2,,,,
,1.0,,,30,23.217,1.292,0
,1.0,,,16,23.318,0.686,0
,1.0,,,26,23.54,1.105,0
,1.0,,,36,39.63,0.908,0
4,1.0,4.0,1,,,,
,1.0,,,21,24.534,0.856,1
,1.0,,,16,24.394,0.656,0
,1.0,,,20,24.833,0.805,0
,1.0,,,30,24.898,1.205,0
,1.0,,,85,89.104,0.954,0
4,1.0,4.0,2,,,,
,1.0,,,14,17.359,0.807,0
,1.0,,,41,43.491,0.943,0
,1.0,,,17,18.229,0.933,0
,1.0,,,17,18.636,0.912,0
,1.0,,,18,18.867,0.954,0
