num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,10.0,40.0,1,,,,
,10.0,,,52,6.805,7.642,0
,10.0,,,66,6.925,9.531,0
,10.0,,,66,6.926,9.529,0
,10.0,,,76,6.978,10.892,0
4,10.0,40.0,2,,,,
,10.0,,,204,18.771,10.868,0
,10.0,,,197,18.816,10.47,0
,10.0,,,174,18.843,9.234,0
,10.0,,,193,19.101,10.104,0
4,10.0,40.0,3,,,,
,10.0,,,186,19.026,9.776,0
,10.0,,,172,19.081,9.014,0
,10.0,,,202,19.118,10.566,0
,10.0,,,198,19.158,10.335,0
4,10.0,40.0,4,,,,
,10.0,,,877,92.1,9.522,0
,10.0,,,927,92.116,10.063,0
,10.0,,,936,92.15,10.157,0
,10.0,,,923,92.157,10.015,0
