elapsed_time_s,num_instances,average_cpu_percent,mem_usage,avg_rtt_ms,decision,active_containers_names,label,host_cpu_percent
0.03,1,0.0,0.0,0.0,NO_ACTION,,normal,0.0
5.0,1,0.02,14.96,0.0,NO_ACTION,target_instance_1,normal,0.73
10.0,1,0.02,14.95,0.0,NO_ACTION,target_instance_1,normal,1.2
15.0,1,0.02,14.95,0.0,NO_ACTION,target_instance_1,normal,1.25
20.0,1,0.01,14.95,0.0,NO_ACTION,target_instance_1,normal,0.55
25.0,2,111.91,22.57,90.31,SCALE_UP,target_instance_1,attack,21.32
30.0,2,148.18,22.39,111.73,NO_ACTION,target_instance_1,attack,20.03
35.0,2,46.89,21.98,54.66,NO_ACTION,"target_instance_1,target_instance_2",attack,15.53
40.0,2,29.7,21.94,47.66,NO_ACTION,"target_instance_1,target_instance_2",attack,10.7
45.0,2,38.88,22.01,50.81,NO_ACTION,"target_instance_1,target_instance_2",attack,14.66
50.0,2,37.92,21.93,56.1,NO_ACTION,"target_instance_1,target_instance_2",attack,14.86
55.0,2,46.9,22.21,56.23,NO_ACTION,"target_instance_1,target_instance_2",attack,15.42
60.0,2,49.11,21.98,50.07,NO_ACTION,"target_instance_1,target_instance_2",attack,12.34
65.0,2,58.34,21.98,53.38,NO_ACTION,"target_instance_1,target_instance_2",attack,14.92
70.0,2,47.72,21.91,52.91,NO_ACTION,"target_instance_1,target_instance_2",attack,16.04
75.0,2,47.53,22.38,57.14,NO_ACTION,"target_instance_1,target_instance_2",attack,15.94
80.0,2,37.72,22.14,52.28,NO_ACTION,"target_instance_1,target_instance_2",attack,12.19
85.0,2,55.13,22.39,53.5,NO_ACTION,"target_instance_1,target_instance_2",attack,12.59
90.0,2,32.98,22.27,54.25,NO_ACTION,"target_instance_1,target_instance_2",attack,13.55
95.0,2,48.48,22.27,57.46,NO_ACTION,"target_instance_1,target_instance_2",attack,13.96
100.0,2,35.32,22.14,48.54,NO_ACTION,"target_instance_1,target_instance_2",attack,12.85
105.0,3,64.04,22.17,60.62,SCALE_UP,"target_instance_1,target_instance_2",attack,16.44
110.0,3,16.67,21.87,64.26,NO_ACTION,"target_instance_1,target_instance_2",attack,20.23
115.0,3,28.58,21.71,65.73,NO_ACTION,"target_instance_1,target_instance_3,target_instance_2",attack,18.39
120.0,3,24.84,21.81,58.2,NO_ACTION,"target_instance_1,target_instance_3,target_instance_2",attack,14.62
125.0,3,36.5,21.89,59.39,NO_ACTION,"target_instance_1,target_instance_3,target_instance_2",attack,18.83
130.0,2,17.17,21.81,51.39,SCALE_DOWN,"target_instance_1,target_instance_3,target_instance_2",attack,10.69
136.81,2,27.68,22.05,48.84,NO_ACTION,"target_instance_1,target_instance_2",attack,60.0
140.0,2,42.58,22.03,62.19,NO_ACTION,"target_instance_1,target_instance_2",attack,13.83
145.0,2,61.35,22.48,55.97,NO_ACTION,"target_instance_1,target_instance_2",attack,16.12
150.0,2,37.78,22.37,50.76,NO_ACTION,"target_instance_1,target_instance_2",attack,13.72
155.0,2,51.95,22.24,55.59,NO_ACTION,"target_instance_1,target_instance_2",attack,14.86
160.0,2,39.59,22.25,50.54,NO_ACTION,"target_instance_1,target_instance_2",attack,13.49
165.0,1,0.2,21.92,0.0,SCALE_DOWN,"target_instance_1,target_instance_2",normal,1.63
170.55,1,0.01,22.05,0.0,NO_ACTION,target_instance_1,normal,36.36
175.0,1,0.02,22.05,0.0,NO_ACTION,target_instance_1,normal,1.16
