num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,5.0,20.0,1,,,,
,5.0,,,22,7.707,2.854,11
4,5.0,20.0,2,,,,
,5.0,,,26,8.334,3.12,16
,5.0,,,18,8.43,2.135,11
,5.0,,,25,8.452,2.958,8
4,5.0,20.0,3,,,,
,5.0,,,0,20.532,0.0,92
,5.0,,,27,20.569,1.313,68
,5.0,,,0,20.691,0.0,100
,5.0,,,20,20.697,0.966,86
,5.0,,,94,18.767,5.009,0
,5.0,,,83,18.843,4.405,9
,5.0,,,0,19.868,0.0,100
4,5.0,20.0,4,,,,
,5.0,,,0,20.6,0.0,94
,5.0,,,487,92.316,5.275,0
,5.0,,,457,92.366,4.948,0
,5.0,,,465,92.575,5.023,8
,5.0,,,297,92.725,3.203,178
