num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,5.0,20.0,1,,,,
,5.0,,,25,6.468,3.865,0
,5.0,,,22,6.523,3.372,0
,5.0,,,30,6.641,4.517,0
,5.0,,,32,6.68,4.79,0
4,5.0,20.0,2,,,,
,5.0,,,103,19.089,5.396,0
,5.0,,,88,19.254,4.57,0
,5.0,,,80,19.347,4.135,0
,5.0,,,104,19.443,5.349,0
4,5.0,20.0,3,,,,
,5.0,,,76,18.66,4.073,0
,5.0,,,81,18.665,4.34,0
,5.0,,,92,18.829,4.886,0
,5.0,,,91,19.542,4.657,0
4,5.0,20.0,4,,,,
,5.0,,,495,92.473,5.353,1
,5.0,,,423,92.572,4.569,71
,5.0,,,477,92.579,5.152,0
,5.0,,,433,93.26,4.643,10
