num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,5.0,20.0,1,,,,
4,5.0,20.0,2,,,,
,5.0,,,12,8.019,1.497,23
,5.0,,,11,8.397,1.31,24
,5.0,,,11,8.434,1.304,27
,5.0,,,16,8.476,1.888,29
4,5.0,20.0,3,,,,
,5.0,,,0,20.873,0.0,94
,5.0,,,0,21.278,0.0,98
,5.0,,,39,21.307,1.83,64
,5.0,,,39,21.342,1.827,73
,5.0,,,27,18.714,1.443,62
,5.0,,,98,19.062,5.141,0
4,5.0,20.0,4,,,,
,5.0,,,0,19.504,0.0,97
,5.0,,,0,20.088,0.0,103
,5.0,,,418,87.64,4.77,0
,5.0,,,433,88.022,4.919,0
4,5.0,20.0,3,,,,
,5.0,,,417,89.045,4.683,5
,5.0,,,0,89.099,0.0,429
,5.0,,,9,2.952,3.049,0
,5.0,,,18,2.972,6.056,0
,5.0,,,0,4.664,0.0,12
,5.0,,,0,4.744,0.0,11
