num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,5.0,20.0,1,,,,
,5.0,,,57,11.532,4.943,0
,5.0,,,66,11.574,5.702,0
,5.0,,,53,11.735,4.516,0
,5.0,,,61,11.788,5.175,0
4,5.0,20.0,2,,,,
,5.0,,,135,28.017,4.818,1
,5.0,,,146,28.055,5.204,0
,5.0,,,114,28.346,4.022,0
4,5.0,20.0,1,,,,
,5.0,,,114,29.527,3.861,4
,5.0,,,51,14.591,3.495,0
,5.0,,,87,14.843,5.861,0
,5.0,,,83,14.915,5.565,0
,5.0,,,70,14.972,4.675,0
4,5.0,20.0,2,,,,
,5.0,,,161,28.6,5.629,0
,5.0,,,168,28.67,5.86,0
,5.0,,,150,28.792,5.21,0
,5.0,,,125,28.973,4.314,0
4,5.0,20.0,3,,,,
,5.0,,,95,23.281,4.081,3
,5.0,,,117,23.498,4.979,0
,5.0,,,132,23.587,5.596,0
,5.0,,,116,23.873,4.859,0
4,5.0,20.0,2,,,,
,5.0,,,137,27.869,4.916,0
,5.0,,,141,27.894,5.055,0
,5.0,,,156,27.908,5.59,0
,5.0,,,143,27.935,5.119,0
