num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,1.0,4.0,1,,,,
,1.0,,,28,26.626,1.052,0
,1.0,,,24,26.885,0.893,0
,1.0,,,29,27.057,1.072,0
4,1.0,4.0,2,,,,
,1.0,,,55,50.593,1.087,0
,1.0,,,20,22.944,0.872,0
,1.0,,,23,23.925,0.961,0
4,1.0,4.0,1,,,,
,1.0,,,13,24.438,0.532,1
,1.0,,,41,29.483,1.391,0
,1.0,,,70,53.557,1.307,0
,1.0,,,33,29.523,1.118,0
,1.0,,,27,29.558,0.913,0
,1.0,,,27,29.673,0.91,0
4,1.0,4.0,2,,,,
,1.0,,,16,23.172,0.69,1
,1.0,,,24,23.791,1.009,0
,1.0,,,28,23.901,1.171,0
,1.0,,,30,24.3,1.235,0
4,1.0,4.0,1,,,,
,1.0,,,37,33.699,1.098,0
,1.0,,,34,34.252,0.993,0
,1.0,,,37,34.41,1.075,0
,1.0,,,29,35.042,0.828,0
