num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,10.0,40.0,1,,,,
4,10.0,40.0,2,,,,
,10.0,,,14,9.809,1.427,53
,10.0,,,11,9.922,1.109,53
,10.0,,,13,10.06,1.292,43
,10.0,,,20,10.083,1.984,61
4,10.0,40.0,3,,,,
,10.0,,,14,25.223,0.555,181
,10.0,,,0,25.426,0.0,183
,10.0,,,17,25.437,0.668,162
,10.0,,,0,25.528,0.0,199
4,10.0,40.0,4,,,,
,10.0,,,0,27.775,0.0,204
,10.0,,,0,27.839,0.0,197
,10.0,,,76,27.878,2.726,96
,10.0,,,0,27.913,0.0,179
,10.0,,,35,117.307,0.298,843
,10.0,,,0,117.955,0.0,911
,10.0,,,0,118.046,0.0,852
,10.0,,,0,118.101,0.0,912
