num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,10.0,40.0,1,,,,
4,10.0,40.0,2,,,,
,10.0,,,53,8.283,6.398,2
,10.0,,,59,8.363,7.055,3
,10.0,,,56,8.457,6.622,5
,10.0,,,64,8.463,7.563,5
4,10.0,40.0,3,,,,
,10.0,,,55,24.638,2.232,133
,10.0,,,43,24.751,1.737,162
,10.0,,,112,24.76,4.523,96
,10.0,,,98,24.816,3.949,95
,10.0,,,184,19.052,9.658,7
,10.0,,,161,19.123,8.419,0
4,10.0,40.0,4,,,,
,10.0,,,0,20.797,0.0,184
,10.0,,,0,20.804,0.0,203
,10.0,,,944,91.9,10.272,0
,10.0,,,885,91.933,9.627,0
,10.0,,,493,92.068,5.355,436
,10.0,,,918,92.083,9.969,0
