num_clients,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,10.0,40.0,1,,,,
,10.0,,,1800,180.031,9.998,4
,10.0,,,1790,180.042,9.942,2
,10.0,,,1809,180.079,10.046,5
,10.0,,,1803,180.151,10.008,6
