num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,5.0,20.0,1,,,,
4,5.0,20.0,2,,,,
,5.0,,,15,8.07,1.859,30
,5.0,,,10,8.216,1.217,22
,5.0,,,17,8.39,2.026,12
,5.0,,,20,8.392,2.383,18
4,5.0,20.0,3,,,,
,5.0,,,81,20.258,3.998,6
,5.0,,,0,20.564,0.0,99
,5.0,,,90,20.638,4.361,8
,5.0,,,0,20.76,0.0,89
,5.0,,,80,19.09,4.191,0
,5.0,,,82,19.194,4.272,0
4,5.0,20.0,4,,,,
,5.0,,,0,20.894,0.0,93
,5.0,,,0,20.909,0.0,88
,5.0,,,399,92.689,4.305,46
,5.0,,,415,93.352,4.446,33
,5.0,,,118,93.589,1.261,383
,5.0,,,389,93.843,4.145,99
