num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,5.0,20.0,1,,,,
,5.0,,,30,6.213,4.829,0
,5.0,,,37,6.23,5.939,0
,5.0,,,30,6.296,4.765,0
,5.0,,,34,6.541,5.198,0
4,5.0,20.0,2,,,,
,5.0,,,99,19.156,5.168,0
,5.0,,,100,19.182,5.213,0
,5.0,,,99,19.399,5.103,0
,5.0,,,109,20.09,5.426,0
4,5.0,20.0,3,,,,
,5.0,,,130,23.182,5.608,0
,5.0,,,111,23.196,4.785,3
,5.0,,,100,23.221,4.306,0
,5.0,,,107,23.483,4.557,0
4,5.0,20.0,2,,,,
,5.0,,,338,74.518,4.536,0
,5.0,,,395,74.572,5.297,0
,5.0,,,355,74.605,4.758,0
,5.0,,,357,74.872,4.768,0
4,5.0,20.0,3,,,,
,5.0,,,67,12.479,5.369,0
,5.0,,,66,12.512,5.275,0
,5.0,,,58,12.526,4.631,0
,5.0,,,57,12.801,4.453,0
