num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,10.0,40.0,1,,,,
4,10.0,40.0,2,,,,
,10.0,,,38,8.437,4.504,8
,10.0,,,68,8.603,7.904,9
,10.0,,,69,8.643,7.984,6
,10.0,,,54,8.733,6.184,8
4,10.0,40.0,3,,,,
,10.0,,,82,22.142,3.703,102
,10.0,,,109,22.289,4.89,61
,10.0,,,124,22.339,5.551,68
,10.0,,,99,22.364,4.427,92
,10.0,,,176,18.701,9.411,0
,10.0,,,178,18.764,9.486,11
4,10.0,40.0,4,,,,
,10.0,,,0,20.558,0.0,184
,10.0,,,0,20.606,0.0,199
,10.0,,,953,92.2,10.336,0
,10.0,,,938,92.225,10.171,0
,10.0,,,664,92.326,7.192,261
,10.0,,,915,92.414,9.901,0
