num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,5.0,20.0,1,,,,
,5.0,,,30,6.346,4.727,0
,5.0,,,43,6.37,6.75,0
,5.0,,,26,6.475,4.016,0
,5.0,,,29,6.485,4.472,0
4,5.0,20.0,2,,,,
,5.0,,,150,33.905,4.424,0
,5.0,,,198,34.04,5.817,0
,5.0,,,184,34.051,5.404,0
,5.0,,,174,34.132,5.098,0
4,5.0,20.0,3,,,,
,5.0,,,137,32.967,4.156,0
,5.0,,,176,33.009,5.332,0
,5.0,,,145,33.33,4.35,1
,5.0,,,174,33.678,5.167,0
4,5.0,20.0,2,,,,
,5.0,,,147,29.528,4.978,0
,5.0,,,152,29.583,5.138,0
,5.0,,,157,29.741,5.279,0
,5.0,,,131,30.056,4.358,0
4,5.0,20.0,3,,,,
,5.0,,,174,32.771,5.31,0
,5.0,,,176,32.81,5.364,0
,5.0,,,172,32.822,5.24,0
,5.0,,,156,33.009,4.726,0
