num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,5.0,20.0,1,,,,
4,5.0,20.0,2,,,,
,5.0,,,20,7.926,2.523,15
,5.0,,,17,8.204,2.072,14
,5.0,,,23,8.208,2.802,17
,5.0,,,19,8.272,2.297,15
4,5.0,20.0,3,,,,
,5.0,,,0,20.373,0.0,94
,5.0,,,36,20.426,1.762,59
,5.0,,,42,20.607,2.038,58
,5.0,,,0,20.728,0.0,99
,5.0,,,82,19.651,4.173,16
,5.0,,,93,19.793,4.699,0
,5.0,,,0,20.296,0.0,97
4,5.0,20.0,4,,,,
,5.0,,,0,20.889,0.0,87
,5.0,,,468,91.978,5.088,2
,5.0,,,454,92.066,4.931,0
,5.0,,,394,92.164,4.275,68
,5.0,,,475,92.316,5.145,0
