num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,5.0,20.0,1,,,,
4,5.0,20.0,2,,,,
,5.0,,,4,8.763,0.456,27
,5.0,,,7,8.8,0.795,36
,5.0,,,5,8.839,0.566,35
,5.0,,,6,8.958,0.67,28
4,5.0,20.0,3,,,,
,5.0,,,7,20.145,0.347,98
,5.0,,,0,20.454,0.0,92
,5.0,,,0,20.548,0.0,94
,5.0,,,10,20.617,0.485,100
,5.0,,,81,19.265,4.204,0
4,5.0,20.0,4,,,,
,5.0,,,0,20.958,0.0,108
,5.0,,,0,20.991,0.0,97
,5.0,,,0,21.059,0.0,120
,5.0,,,451,91.605,4.923,0
,5.0,,,139,91.657,1.517,295
,5.0,,,411,91.687,4.483,0
,5.0,,,412,91.849,4.486,52
