elapsed_time_s,num_instances,average_cpu_percent,mem_usage,avg_rtt_ms,decision,active_containers_names,label,host_cpu_percent
0.01,1,0.0,0.0,0.0,NO_ACTION,,normal,0.0
5.0,1,6.73,22.95,16.54,NO_ACTION,target_instance_1,normal,4.82
10.0,1,7.47,22.9,16.12,NO_ACTION,target_instance_1,normal,4.78
15.0,1,8.51,23.01,15.69,NO_ACTION,target_instance_1,normal,5.48
20.0,1,9.15,23.16,15.89,NO_ACTION,target_instance_1,normal,5.33
25.0,1,35.33,23.5,91.71,NO_ACTION,target_instance_1,attack,12.52
30.0,1,23.17,23.85,75.8,NO_ACTION,target_instance_1,attack,7.96
35.0,1,54.41,23.91,86.1,NO_ACTION,target_instance_1,attack,11.02
40.0,1,36.81,23.89,74.67,NO_ACTION,target_instance_1,attack,9.17
45.0,1,19.67,24.23,88.03,NO_ACTION,target_instance_1,attack,9.65
50.0,1,37.06,23.88,75.98,NO_ACTION,target_instance_1,attack,9.36
55.0,1,44.76,24.05,75.01,NO_ACTION,target_instance_1,attack,10.63
60.0,1,33.41,24.1,74.08,NO_ACTION,target_instance_1,attack,8.45
65.0,1,28.93,24.09,75.49,NO_ACTION,target_instance_1,attack,10.84
70.0,1,26.85,24.17,70.11,NO_ACTION,target_instance_1,attack,6.87
75.0,1,26.58,24.29,82.44,NO_ACTION,target_instance_1,attack,8.49
80.0,1,35.68,24.05,74.17,NO_ACTION,target_instance_1,attack,8.47
85.0,1,25.85,24.19,83.95,NO_ACTION,target_instance_1,attack,9.83
90.0,1,37.34,24.45,77.55,NO_ACTION,target_instance_1,attack,10.08
95.0,1,28.54,24.54,75.33,NO_ACTION,target_instance_1,attack,8.35
100.0,1,29.15,24.75,75.87,NO_ACTION,target_instance_1,attack,9.45
105.0,2,62.25,24.52,99.25,SCALE_UP,target_instance_1,attack,13.44
110.0,2,33.27,23.36,96.52,NO_ACTION,"target_instance_1,target_instance_2",attack,9.8
115.0,2,28.26,22.96,77.72,NO_ACTION,"target_instance_1,target_instance_2",attack,9.55
120.0,2,9.95,23.03,77.38,NO_ACTION,"target_instance_1,target_instance_2",attack,9.09
125.0,1,12.27,23.16,77.13,SCALE_DOWN,"target_instance_1,target_instance_2",attack,9.11
131.92,1,12.9,24.53,79.62,NO_ACTION,target_instance_1,attack,47.62
135.0,1,44.71,24.56,90.11,NO_ACTION,target_instance_1,attack,11.52
140.0,1,44.04,24.53,77.51,NO_ACTION,target_instance_1,attack,9.31
145.0,1,53.87,24.88,75.21,NO_ACTION,target_instance_1,attack,11.24
150.0,1,49.4,24.84,87.9,NO_ACTION,target_instance_1,attack,10.55
155.0,1,20.65,24.76,72.0,NO_ACTION,target_instance_1,attack,8.79
160.0,1,31.51,24.77,72.51,NO_ACTION,target_instance_1,attack,8.08
165.0,1,8.51,24.44,17.05,NO_ACTION,target_instance_1,normal,6.22
170.0,1,7.89,24.34,17.12,NO_ACTION,target_instance_1,normal,4.69
175.0,1,8.79,24.38,17.02,NO_ACTION,target_instance_1,normal,5.18
