num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,10.0,40.0,1,,,,
4,10.0,40.0,2,,,,
,10.0,,,21,9.032,2.325,32
,10.0,,,17,9.094,1.869,33
,10.0,,,25,9.293,2.69,41
,10.0,,,25,9.303,2.687,52
4,10.0,40.0,3,,,,
,10.0,,,0,21.352,0.0,172
,10.0,,,192,21.559,8.906,21
,10.0,,,0,21.594,0.0,158
,10.0,,,141,21.648,6.513,24
,10.0,,,198,19.001,10.42,0
,10.0,,,183,19.29,9.487,7
4,10.0,40.0,4,,,,
,10.0,,,0,20.529,0.0,190
,10.0,,,0,20.835,0.0,211
,10.0,,,919,92.046,9.984,0
,10.0,,,660,92.083,7.167,305
,10.0,,,877,92.083,9.524,0
,10.0,,,893,92.124,9.693,0
