num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,5.0,20.0,1,,,,
,5.0,,,36,7.444,4.836,0
,5.0,,,31,7.554,4.104,0
,5.0,,,31,7.589,4.085,0
4,5.0,20.0,2,,,,
,5.0,,,35,7.66,4.569,0
,5.0,,,96,19.262,4.984,0
,5.0,,,84,19.282,4.356,0
,5.0,,,92,19.776,4.652,0
,5.0,,,105,19.866,5.285,0
4,5.0,20.0,3,,,,
,5.0,,,98,18.539,5.286,0
,5.0,,,89,18.869,4.717,0
,5.0,,,90,19.111,4.709,0
,5.0,,,110,19.138,5.748,0
4,5.0,20.0,4,,,,
,5.0,,,470,92.314,5.091,0
,5.0,,,463,92.366,5.013,0
,5.0,,,463,92.494,5.006,0
,5.0,,,491,92.5,5.308,0
