num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,10.0,40.0,1,,,,
4,10.0,40.0,2,,,,
,10.0,,,14,8.764,1.597,59
,10.0,,,12,8.925,1.345,41
,10.0,,,10,9.05,1.105,51
,10.0,,,17,9.127,1.863,38
4,10.0,40.0,3,,,,
,10.0,,,14,24.731,0.566,160
,10.0,,,19,24.773,0.767,178
,10.0,,,0,24.857,0.0,192
,10.0,,,0,24.868,0.0,178
4,10.0,40.0,4,,,,
,10.0,,,0,26.339,0.0,178
,10.0,,,0,26.775,0.0,174
,10.0,,,0,26.779,0.0,179
,10.0,,,46,26.802,1.716,148
,10.0,,,24,115.141,0.208,900
,10.0,,,0,117.057,0.0,865
,10.0,,,0,117.125,0.0,863
,10.0,,,0,117.141,0.0,894
