num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,10.0,40.0,1,,,,
4,10.0,40.0,2,,,,
,10.0,,,35,8.63,4.056,19
,10.0,,,28,8.714,3.213,36
,10.0,,,36,8.725,4.126,31
,10.0,,,25,8.732,2.863,27
4,10.0,40.0,3,,,,
,10.0,,,214,21.223,10.083,8
,10.0,,,150,21.361,7.022,0
,10.0,,,0,21.445,0.0,211
,10.0,,,0,21.581,0.0,181
,10.0,,,176,18.969,9.278,0
,10.0,,,219,19.169,11.425,0
4,10.0,40.0,4,,,,
,10.0,,,0,20.888,0.0,185
,10.0,,,0,20.879,0.0,175
,10.0,,,906,91.978,9.85,0
,10.0,,,935,92.034,10.159,0
,10.0,,,928,92.083,10.078,0
,10.0,,,536,92.143,5.817,380
