num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,10.0,40.0,1,,,,
4,10.0,40.0,2,,,,
,10.0,,,44,8.391,5.243,26
,10.0,,,38,8.754,4.341,20
,10.0,,,32,8.808,3.633,36
,10.0,,,37,8.848,4.182,27
4,10.0,40.0,3,,,,
,10.0,,,121,23.803,5.083,68
,10.0,,,119,23.97,4.965,83
,10.0,,,0,24.095,0.0,209
,10.0,,,0,24.149,0.0,190
,10.0,,,151,18.834,8.018,37
,10.0,,,197,18.85,10.451,0
4,10.0,40.0,4,,,,
,10.0,,,0,20.615,0.0,191
,10.0,,,0,20.622,0.0,158
,10.0,,,493,92.1,5.353,445
,10.0,,,946,92.148,10.266,0
,10.0,,,862,92.204,9.349,0
,10.0,,,876,92.311,9.49,0
