elapsed_time_s,num_instances,average_cpu_percent,mem_usage,avg_rtt_ms,decision,active_containers_names,label,host_cpu_percent
0.02,1,0.0,0.0,0.0,NO_ACTION,,normal,0.0
5.0,1,8.93,22.16,17.75,NO_ACTION,target_instance_1,normal,6.76
10.0,1,8.84,22.63,16.88,NO_ACTION,target_instance_1,normal,5.34
15.0,1,6.92,22.28,14.29,NO_ACTION,target_instance_1,normal,4.75
20.0,1,7.42,22.44,16.53,NO_ACTION,target_instance_1,normal,4.65
25.0,2,212.17,34.53,1084.25,SCALE_UP,target_instance_1,attack,41.65
30.0,2,211.93,46.76,771.75,NO_ACTION,target_instance_1,attack,62.49
35.0,2,207.88,42.89,1564.37,NO_ACTION,"target_instance_1,target_instance_2",attack,62.18
40.0,2,204.16,42.1,0.0,NO_ACTION,"target_instance_1,target_instance_2",attack,62.13
45.0,3,205.73,56.53,0.0,SCALE_UP,"target_instance_1,target_instance_2",attack,66.1
50.0,3,238.91,63.53,0.0,NO_ACTION,"target_instance_1,target_instance_2",attack,61.53
55.0,3,200.07,69.77,836.95,NO_ACTION,"target_instance_1,target_instance_2",attack,83.32
60.0,3,194.46,58.91,1653.7,NO_ACTION,"target_instance_1,target_instance_2,target_instance_3",attack,83.56
65.0,4,193.44,64.29,0.0,SCALE_UP,"target_instance_1,target_instance_2,target_instance_3",attack,86.27
70.01,4,192.52,64.86,0.0,NO_ACTION,"target_instance_1,target_instance_2,target_instance_3",attack,85.1
75.0,4,194.25,70.23,679.6,NO_ACTION,"target_instance_1,target_instance_2,target_instance_3",attack,90.68
80.0,4,187.21,61.92,1559.29,NO_ACTION,"target_instance_1,target_instance_2,target_instance_4,target_instance_3",attack,98.42
85.01,4,188.09,62.82,0.0,NO_ACTION,"target_instance_1,target_instance_2,target_instance_4,target_instance_3",attack,99.19
90.0,4,184.5,66.42,0.0,NO_ACTION,"target_instance_1,target_instance_2,target_instance_4,target_instance_3",attack,98.93
95.0,4,188.23,66.9,0.0,NO_ACTION,"target_instance_1,target_instance_2,target_instance_4,target_instance_3",attack,99.39
100.0,4,185.75,67.17,0.0,NO_ACTION,"target_instance_1,target_instance_2,target_instance_4,target_instance_3",attack,98.98
105.0,4,186.45,65.99,0.0,NO_ACTION,"target_instance_1,target_instance_2,target_instance_4,target_instance_3",attack,99.37
110.0,4,187.59,66.61,0.0,NO_ACTION,"target_instance_1,target_instance_2,target_instance_4,target_instance_3",attack,99.01
115.0,4,188.67,65.95,0.0,NO_ACTION,"target_instance_1,target_instance_2,target_instance_4,target_instance_3",attack,99.11
120.0,4,189.38,66.88,0.0,NO_ACTION,"target_instance_1,target_instance_2,target_instance_4,target_instance_3",attack,99.3
125.0,4,189.19,66.3,0.0,NO_ACTION,"target_instance_1,target_instance_2,target_instance_4,target_instance_3",attack,99.44
130.0,4,185.06,65.88,0.0,NO_ACTION,"target_instance_1,target_instance_2,target_instance_4,target_instance_3",attack,99.18
135.07,4,189.2,66.37,0.0,NO_ACTION,"target_instance_1,target_instance_2,target_instance_4,target_instance_3",attack,99.7
140.0,4,188.82,66.08,0.0,NO_ACTION,"target_instance_1,target_instance_2,target_instance_4,target_instance_3",attack,99.21
145.0,4,187.56,66.7,0.0,NO_ACTION,"target_instance_1,target_instance_2,target_instance_4,target_instance_3",attack,99.06
150.0,4,184.34,66.05,0.0,NO_ACTION,"target_instance_1,target_instance_2,target_instance_4,target_instance_3",attack,99.13
155.0,4,185.32,64.93,0.0,NO_ACTION,"target_instance_1,target_instance_2,target_instance_4,target_instance_3",attack,99.31
160.0,4,184.11,65.58,0.0,NO_ACTION,"target_instance_1,target_instance_2,target_instance_4,target_instance_3",attack,99.3
165.0,4,185.93,64.58,0.0,NO_ACTION,"target_instance_1,target_instance_2,target_instance_4,target_instance_3",normal,99.72
170.0,4,188.4,65.79,0.0,NO_ACTION,"target_instance_1,target_instance_2,target_instance_4,target_instance_3",normal,99.4
175.01,4,192.77,64.02,0.0,NO_ACTION,"target_instance_1,target_instance_2,target_instance_4,target_instance_3",normal,99.21
