num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,5.0,20.0,1,,,,
,5.0,,,31,6.55,4.733,0
,5.0,,,31,6.704,4.624,0
,5.0,,,27,6.879,3.925,0
,5.0,,,34,6.916,4.916,0
4,5.0,20.0,2,,,,
,5.0,,,104,19.088,5.448,0
,5.0,,,92,19.197,4.793,0
,5.0,,,103,19.329,5.329,0
,5.0,,,75,19.37,3.872,0
4,5.0,20.0,3,,,,
,5.0,,,88,18.68,4.711,0
,5.0,,,80,18.718,4.274,0
,5.0,,,101,19.079,5.294,0
,5.0,,,104,19.447,5.348,0
4,5.0,20.0,4,,,,
,5.0,,,483,92.18,5.24,0
,5.0,,,489,92.227,5.302,0
,5.0,,,484,92.266,5.246,0
,5.0,,,426,92.384,4.611,0
