num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,10.0,40.0,1,,,,
,10.0,,,52,6.626,7.848,0
,10.0,,,67,6.626,10.112,0
,10.0,,,64,6.644,9.633,0
,10.0,,,52,6.711,7.749,0
4,10.0,40.0,2,,,,
,10.0,,,209,18.812,11.11,0
,10.0,,,181,18.83,9.612,0
,10.0,,,156,18.842,8.279,0
,10.0,,,208,18.873,11.021,0
4,10.0,40.0,3,,,,
,10.0,,,870,89.102,9.764,0
,10.0,,,882,89.104,9.899,0
,10.0,,,837,89.115,9.392,0
,10.0,,,839,89.375,9.387,0
4,10.0,40.0,4,,,,
,10.0,,,221,22.315,9.904,0
,10.0,,,214,22.344,9.578,0
,10.0,,,235,22.352,10.514,0
,10.0,,,262,22.361,11.717,0
