num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,5.0,20.0,1,,,,
,5.0,,,30,6.469,4.638,0
,5.0,,,32,6.542,4.892,0
,5.0,,,32,6.65,4.812,0
,5.0,,,31,6.683,4.639,0
4,5.0,20.0,2,,,,
,5.0,,,93,19.051,4.882,0
,5.0,,,73,19.112,3.819,0
,5.0,,,98,19.109,5.128,0
,5.0,,,90,19.271,4.67,0
4,5.0,20.0,3,,,,
,5.0,,,189,38.888,4.86,0
,5.0,,,185,38.894,4.756,0
,5.0,,,224,38.98,5.747,0
,5.0,,,194,39.002,4.974,0
4,5.0,20.0,4,,,,
,5.0,,,112,23.443,4.777,0
,5.0,,,122,23.497,5.192,0
,5.0,,,124,23.558,5.264,0
4,5.0,20.0,3,,,,
,5.0,,,99,24.683,4.011,3
,5.0,,,74,14.207,5.209,0
,5.0,,,75,14.258,5.26,0
,5.0,,,70,14.334,4.884,0
,5.0,,,79,14.373,5.497,0
4,5.0,20.0,4,,,,
,5.0,,,158,33.263,4.75,5
,5.0,,,149,33.274,4.478,0
,5.0,,,161,33.289,4.836,0
,5.0,,,164,33.395,4.911,0
4,5.0,20.0,3,,,,
,5.0,,,1,0.241,4.147,0
,5.0,,,3,0.342,8.775,0
,5.0,,,2,0.376,5.314,0
,5.0,,,1,0.384,2.607,0
