elapsed_time_s,num_instances,average_cpu_percent,mem_usage,avg_rtt_ms,decision,active_containers_names,label,host_cpu_percent
0.02,1,0.0,0.0,0.0,NO_ACTION,,normal,0.0
5.0,1,7.9,23.1,19.78,NO_ACTION,target_instance_1,normal,5.72
10.0,1,7.12,23.41,13.79,NO_ACTION,target_instance_1,normal,4.64
15.0,1,8.07,23.37,15.18,NO_ACTION,target_instance_1,normal,5.74
20.0,1,7.06,23.24,14.12,NO_ACTION,target_instance_1,normal,4.25
25.0,2,147.14,25.17,72.04,SCALE_UP,target_instance_1,attack,31.02
30.0,2,147.05,25.05,83.05,NO_ACTION,target_instance_1,attack,30.15
35.0,2,70.47,23.88,59.77,NO_ACTION,"target_instance_1,target_instance_2",attack,33.05
40.0,2,81.24,23.44,52.8,NO_ACTION,"target_instance_1,target_instance_2",attack,28.43
45.0,3,76.51,23.89,49.21,SCALE_UP,"target_instance_1,target_instance_2",attack,29.85
50.0,3,54.8,23.67,64.46,NO_ACTION,"target_instance_1,target_instance_2",attack,29.35
55.0,3,69.55,23.09,71.24,NO_ACTION,"target_instance_3,target_instance_1,target_instance_2",attack,31.39
60.0,3,32.73,23.26,47.53,NO_ACTION,"target_instance_3,target_instance_1,target_instance_2",attack,26.25
65.0,3,44.62,23.11,53.18,NO_ACTION,"target_instance_3,target_instance_1,target_instance_2",attack,29.38
70.0,3,49.71,23.11,56.85,NO_ACTION,"target_instance_3,target_instance_1,target_instance_2",attack,30.36
75.0,3,48.27,23.28,44.76,NO_ACTION,"target_instance_3,target_instance_1,target_instance_2",attack,24.42
80.0,3,43.56,23.21,42.4,NO_ACTION,"target_instance_3,target_instance_1,target_instance_2",attack,22.63
85.0,3,52.68,23.29,56.37,NO_ACTION,"target_instance_3,target_instance_1,target_instance_2",attack,30.84
90.0,3,35.42,23.21,44.39,NO_ACTION,"target_instance_3,target_instance_1,target_instance_2",attack,24.38
95.0,3,26.75,23.24,53.1,NO_ACTION,"target_instance_3,target_instance_1,target_instance_2",attack,29.15
100.0,3,47.55,23.24,46.46,NO_ACTION,"target_instance_3,target_instance_1,target_instance_2",attack,25.89
105.0,3,52.37,23.16,45.97,NO_ACTION,"target_instance_3,target_instance_1,target_instance_2",attack,24.31
110.0,3,48.47,23.33,50.86,NO_ACTION,"target_instance_3,target_instance_1,target_instance_2",attack,26.57
115.0,3,39.53,23.51,53.72,NO_ACTION,"target_instance_3,target_instance_1,target_instance_2",attack,29.6
120.0,3,33.5,23.59,43.55,NO_ACTION,"target_instance_3,target_instance_1,target_instance_2",attack,23.19
125.0,3,38.53,23.19,50.36,NO_ACTION,"target_instance_3,target_instance_1,target_instance_2",attack,27.51
130.0,3,55.68,23.27,53.58,NO_ACTION,"target_instance_3,target_instance_1,target_instance_2",attack,31.84
135.0,4,67.52,23.27,61.62,SCALE_UP,"target_instance_3,target_instance_1,target_instance_2",attack,36.37
140.0,4,40.18,23.16,67.15,NO_ACTION,"target_instance_3,target_instance_1,target_instance_2",attack,29.68
145.0,4,32.8,23.15,53.45,NO_ACTION,"target_instance_3,target_instance_1,target_instance_2",attack,31.77
150.0,4,27.62,22.74,49.68,NO_ACTION,"target_instance_3,target_instance_4,target_instance_1,target_instance_2",attack,26.66
155.0,4,31.85,22.75,57.74,NO_ACTION,"target_instance_3,target_instance_4,target_instance_1,target_instance_2",attack,29.75
160.0,4,45.53,22.82,54.39,NO_ACTION,"target_instance_3,target_instance_4,target_instance_1,target_instance_2",attack,31.42
165.0,3,22.06,22.77,17.0,SCALE_DOWN,"target_instance_3,target_instance_4,target_instance_1,target_instance_2",normal,8.0
170.67,3,3.15,23.17,18.09,NO_ACTION,"target_instance_3,target_instance_1,target_instance_2",normal,57.0
175.0,3,3.33,23.0,16.14,NO_ACTION,"target_instance_3,target_instance_1,target_instance_2",normal,5.96
