num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,10.0,40.0,1,,,,
4,10.0,40.0,2,,,,
,10.0,,,20,8.559,2.337,39
,10.0,,,10,8.607,1.162,38
,10.0,,,22,8.784,2.505,43
,10.0,,,12,8.802,1.363,42
4,10.0,40.0,3,,,,
,10.0,,,19,25.632,0.741,173
,10.0,,,11,25.987,0.423,186
,10.0,,,0,26.021,0.0,200
,10.0,,,0,26.056,0.0,198
4,10.0,40.0,4,,,,
,10.0,,,60,28.313,2.119,132
,10.0,,,0,28.419,0.0,188
,10.0,,,0,28.58,0.0,180
,10.0,,,0,28.6,0.0,195
,10.0,,,22,120.118,0.183,871
,10.0,,,0,121.001,0.0,920
,10.0,,,0,121.364,0.0,982
,10.0,,,0,122.306,0.0,938
