num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,10.0,40.0,1,,,,
4,10.0,40.0,2,,,,
,10.0,,,46,8.461,5.436,13
,10.0,,,46,8.759,5.252,15
,10.0,,,63,8.759,7.192,17
,10.0,,,41,8.808,4.655,17
4,10.0,40.0,3,,,,
,10.0,,,181,20.906,8.658,4
,10.0,,,150,20.919,7.171,3
,10.0,,,6,21.727,0.276,186
,10.0,,,6,21.769,0.276,200
,10.0,,,178,18.833,9.451,0
,10.0,,,186,18.897,9.843,0
4,10.0,40.0,4,,,,
,10.0,,,0,20.541,0.0,180
,10.0,,,0,20.554,0.0,168
,10.0,,,925,91.985,10.056,0
,10.0,,,872,92.019,9.476,0
,10.0,,,983,92.041,10.68,0
,10.0,,,511,92.181,5.543,393
