num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,5.0,20.0,1,,,,
4,5.0,20.0,2,,,,
,5.0,,,21,8.074,2.601,7
,5.0,,,33,8.194,4.027,6
,5.0,,,22,8.306,2.649,8
,5.0,,,21,8.347,2.516,9
,5.0,,,54,19.794,2.728,36
,5.0,,,56,19.924,2.811,38
4,5.0,20.0,3,,,,
,5.0,,,8,20.244,0.395,87
,5.0,,,8,20.707,0.386,75
,5.0,,,226,44.356,5.095,0
,5.0,,,215,44.4,4.842,0
4,5.0,20.0,4,,,,
,5.0,,,0,45.286,0.0,209
,5.0,,,0,45.761,0.0,212
,5.0,,,317,67.044,4.728,0
,5.0,,,316,67.144,4.706,0
,5.0,,,310,67.153,4.616,0
,5.0,,,0,68.952,0.0,348
