num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,5.0,20.0,1,,,,
,5.0,,,203,36.228,5.603,0
,5.0,,,176,36.427,4.832,0
,5.0,,,194,36.471,5.319,0
,5.0,,,174,36.508,4.766,0
4,5.0,20.0,2,,,,
,5.0,,,123,23.063,5.333,0
,5.0,,,100,23.337,4.285,2
,5.0,,,111,23.619,4.7,0
4,5.0,20.0,1,,,,
,5.0,,,108,24.733,4.367,2
,5.0,,,97,24.402,3.975,0
,5.0,,,129,24.429,5.281,0
,5.0,,,124,24.472,5.067,0
,5.0,,,124,25.101,4.94,0
4,5.0,20.0,2,,,,
,5.0,,,131,28.21,4.644,1
,5.0,,,133,28.232,4.711,0
,5.0,,,137,28.98,4.727,0
4,5.0,20.0,1,,,,
,5.0,,,124,29.919,4.144,3
,5.0,,,129,23.27,5.544,0
,5.0,,,102,23.276,4.382,0
,5.0,,,110,23.282,4.725,0
,5.0,,,117,23.395,5.001,0
