elapsed_time_s,num_instances,average_cpu_percent,mem_usage,avg_rtt_ms,decision,active_containers_names,label,host_cpu_percent
0.01,1,0.0,0.0,0.0,NO_ACTION,,normal,0.0
5.0,1,0.01,14.96,0.0,NO_ACTION,target_instance_1,normal,0.68
10.0,1,0.02,14.95,0.0,NO_ACTION,target_instance_1,normal,0.88
15.0,1,0.01,14.95,0.0,NO_ACTION,target_instance_1,normal,0.9
20.0,1,0.02,14.95,0.0,NO_ACTION,target_instance_1,normal,0.75
25.0,1,41.3,22.71,32.33,NO_ACTION,target_instance_1,attack,9.23
30.0,1,37.0,23.19,29.52,NO_ACTION,target_instance_1,attack,8.06
35.0,1,45.64,23.47,29.7,NO_ACTION,target_instance_1,attack,8.44
40.0,1,38.38,23.51,32.25,NO_ACTION,target_instance_1,attack,7.49
45.0,1,41.74,23.42,31.81,NO_ACTION,target_instance_1,attack,8.28
50.0,1,39.09,23.43,31.19,NO_ACTION,target_instance_1,attack,8.99
55.0,1,38.21,23.31,29.91,NO_ACTION,target_instance_1,attack,7.55
60.0,1,39.92,23.56,29.56,NO_ACTION,target_instance_1,attack,7.42
65.0,1,36.18,23.43,29.39,NO_ACTION,target_instance_1,attack,7.27
70.0,1,37.41,23.36,29.22,NO_ACTION,target_instance_1,attack,7.04
75.0,1,48.36,23.55,28.64,NO_ACTION,target_instance_1,attack,8.08
80.0,1,56.14,23.46,30.96,NO_ACTION,target_instance_1,attack,8.74
85.0,1,49.28,23.33,28.76,NO_ACTION,target_instance_1,attack,7.36
90.0,1,41.82,23.46,30.48,NO_ACTION,target_instance_1,attack,7.13
95.0,1,34.09,23.46,29.22,NO_ACTION,target_instance_1,attack,7.58
100.0,1,35.27,23.34,30.87,NO_ACTION,target_instance_1,attack,7.45
105.0,1,36.01,23.46,31.68,NO_ACTION,target_instance_1,attack,7.99
110.0,1,41.28,23.45,29.28,NO_ACTION,target_instance_1,attack,8.16
115.0,1,28.21,23.52,29.82,NO_ACTION,target_instance_1,attack,7.85
120.0,1,44.08,23.43,30.7,NO_ACTION,target_instance_1,attack,7.66
125.0,1,29.56,23.65,28.94,NO_ACTION,target_instance_1,attack,7.27
130.0,1,35.91,23.42,26.82,NO_ACTION,target_instance_1,attack,7.36
135.0,1,32.26,23.43,26.93,NO_ACTION,target_instance_1,attack,7.5
140.0,1,39.61,23.38,28.49,NO_ACTION,target_instance_1,attack,7.2
145.0,1,43.63,23.65,28.33,NO_ACTION,target_instance_1,attack,7.53
150.0,1,39.1,23.54,28.94,NO_ACTION,target_instance_1,attack,6.81
155.0,1,48.25,23.43,28.64,NO_ACTION,target_instance_1,attack,8.74
160.0,1,36.18,23.47,26.99,NO_ACTION,target_instance_1,attack,6.4
165.0,1,0.02,22.77,0.0,NO_ACTION,target_instance_1,normal,1.15
170.0,1,0.01,22.77,0.0,NO_ACTION,target_instance_1,normal,0.63
175.0,1,0.02,22.77,0.0,NO_ACTION,target_instance_1,normal,0.85
