num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,5.0,20.0,1,,,,
,5.0,,,34,6.236,5.452,0
,5.0,,,29,6.243,4.645,0
,5.0,,,34,6.291,5.405,0
,5.0,,,31,6.531,4.746,0
4,5.0,20.0,2,,,,
,5.0,,,91,18.975,4.796,0
,5.0,,,91,18.99,4.792,0
,5.0,,,114,19.225,5.93,0
,5.0,,,97,19.558,4.96,0
4,5.0,20.0,3,,,,
,5.0,,,233,48.044,4.85,0
,5.0,,,235,48.049,4.891,0
,5.0,,,277,48.08,5.761,0
4,5.0,20.0,2,,,,
,5.0,,,243,49.866,4.873,3
,5.0,,,70,14.807,4.728,0
,5.0,,,73,14.946,4.884,0
,5.0,,,70,15.003,4.666,0
,5.0,,,95,15.559,6.106,0
4,5.0,20.0,3,,,,
,5.0,,,171,32.897,5.198,0
,5.0,,,141,32.959,4.278,0
,5.0,,,174,32.959,5.279,0
4,5.0,20.0,2,,,,
,5.0,,,150,34.594,4.336,3
,5.0,,,55,13.283,4.14,0
,5.0,,,64,13.425,4.767,0
,5.0,,,71,13.445,5.281,0
,5.0,,,69,13.553,5.091,0
