num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,10.0,40.0,1,,,,
4,10.0,40.0,2,,,,
,10.0,,,9,8.485,1.061,54
,10.0,,,14,9.112,1.536,50
,10.0,,,11,9.186,1.197,43
,10.0,,,10,9.211,1.086,50
4,10.0,40.0,3,,,,
,10.0,,,19,24.768,0.767,169
,10.0,,,0,24.866,0.0,198
,10.0,,,11,24.906,0.442,164
,10.0,,,0,24.919,0.0,195
4,10.0,40.0,4,,,,
,10.0,,,0,26.931,0.0,177
,10.0,,,40,27.019,1.48,149
,10.0,,,0,27.137,0.0,175
,10.0,,,0,27.201,0.0,199
,10.0,,,39,117.295,0.332,852
,10.0,,,0,118.024,0.0,923
,10.0,,,0,119.011,0.0,907
,10.0,,,0,119.32,0.0,928
