elapsed_time_s,num_instances,average_cpu_percent,mem_usage,avg_rtt_ms,decision,active_containers_names,label
0.02,1,0.0,0.0,0.0,NO_ACTION,,normal
5.0,1,46.7,23.25,35.82,NO_ACTION,target_instance_1,normal
10.0,1,39.72,23.61,33.5,NO_ACTION,target_instance_1,normal
15.0,1,49.24,24.05,34.71,NO_ACTION,target_instance_1,normal
20.0,1,39.92,23.84,34.92,NO_ACTION,target_instance_1,normal
25.0,2,69.88,25.64,171.42,SCALE_UP,target_instance_1,attack
30.0,2,91.88,25.67,171.35,NO_ACTION,target_instance_1,attack
35.0,2,24.33,23.27,118.67,NO_ACTION,"target_instance_2,target_instance_1",attack
40.0,2,29.07,23.39,114.31,NO_ACTION,"target_instance_2,target_instance_1",attack
45.0,2,46.18,23.58,106.53,NO_ACTION,"target_instance_2,target_instance_1",attack
50.0,2,28.02,22.87,89.57,NO_ACTION,"target_instance_2,target_instance_1",attack
55.0,2,34.09,23.46,115.5,NO_ACTION,"target_instance_2,target_instance_1",attack
60.0,2,44.78,24.32,113.53,NO_ACTION,"target_instance_2,target_instance_1",attack
65.0,2,29.05,23.73,127.99,NO_ACTION,"target_instance_2,target_instance_1",attack
70.0,2,34.78,23.73,111.17,NO_ACTION,"target_instance_2,target_instance_1",attack
75.0,3,81.03,23.65,127.81,SCALE_UP,"target_instance_2,target_instance_1",attack
80.0,3,27.6,22.89,120.05,NO_ACTION,"target_instance_2,target_instance_1",attack
85.0,3,23.14,22.73,125.58,NO_ACTION,"target_instance_3,target_instance_2,target_instance_1",attack
90.0,3,15.12,22.75,94.93,NO_ACTION,"target_instance_3,target_instance_2,target_instance_1",attack
95.0,2,23.37,22.83,135.5,SCALE_DOWN,"target_instance_3,target_instance_2,target_instance_1",attack
102.14,2,37.59,23.58,97.72,NO_ACTION,"target_instance_2,target_instance_1",attack
105.0,2,55.12,23.9,146.09,NO_ACTION,"target_instance_2,target_instance_1",attack
110.0,2,24.47,22.97,102.56,NO_ACTION,"target_instance_2,target_instance_1",attack
115.0,2,55.61,24.12,107.79,NO_ACTION,"target_instance_2,target_instance_1",attack
120.0,2,44.34,24.83,108.71,NO_ACTION,"target_instance_2,target_instance_1",attack
125.0,2,31.7,23.76,107.93,NO_ACTION,"target_instance_2,target_instance_1",attack
130.0,2,26.56,24.01,91.97,NO_ACTION,"target_instance_2,target_instance_1",attack
135.0,2,28.15,23.75,99.77,NO_ACTION,"target_instance_2,target_instance_1",attack
140.0,2,26.99,23.2,112.66,NO_ACTION,"target_instance_2,target_instance_1",attack
145.0,2,46.08,23.79,113.58,NO_ACTION,"target_instance_2,target_instance_1",attack
150.0,2,35.18,23.93,118.45,NO_ACTION,"target_instance_2,target_instance_1",attack
155.0,2,33.97,24.06,98.76,NO_ACTION,"target_instance_2,target_instance_1",attack
160.0,2,40.99,24.88,89.1,NO_ACTION,"target_instance_2,target_instance_1",attack
165.0,1,20.56,23.76,34.9,SCALE_DOWN,"target_instance_2,target_instance_1",normal
170.76,1,46.26,25.98,35.0,NO_ACTION,target_instance_1,normal
175.0,1,52.16,25.98,34.32,NO_ACTION,target_instance_1,normal
