num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,3.75,15.0,1,,,,
,3.75,,,12,6.822,1.759,7
,3.75,,,17,7.094,2.396,6
,3.75,,,21,7.089,2.962,8
4,3.75,15.0,2,,,,
,3.75,,,15,7.464,2.01,7
,3.75,,,66,18.76,3.518,0
,3.75,,,72,19.198,3.75,0
,3.75,,,41,19.496,2.103,6
,3.75,,,65,19.738,3.293,9
4,3.75,15.0,3,,,,
,3.75,,,117,28.847,4.056,0
,3.75,,,96,28.855,3.327,5
,3.75,,,104,28.887,3.6,0
,3.75,,,86,29.348,2.93,12
4,3.75,15.0,4,,,,
,3.75,,,316,82.901,3.812,0
,3.75,,,366,82.981,4.411,0
,3.75,,,297,83.053,3.576,11
,3.75,,,327,83.216,3.93,0
