num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,5.0,20.0,1,,,,
4,5.0,20.0,2,,,,
,5.0,,,26,8.166,3.184,6
,5.0,,,30,8.2,3.659,8
,5.0,,,23,8.234,2.793,9
,5.0,,,27,8.314,3.248,11
,5.0,,,98,19.53,5.018,0
,5.0,,,93,19.806,4.696,0
,5.0,,,102,19.832,5.143,0
,5.0,,,95,19.869,4.781,0
4,5.0,20.0,3,,,,
,5.0,,,84,18.152,4.628,0
,5.0,,,91,18.76,4.851,0
,5.0,,,79,18.944,4.17,1
4,5.0,20.0,4,,,,
,5.0,,,84,19.678,4.269,2
,5.0,,,445,91.865,4.844,0
,5.0,,,448,91.865,4.877,0
,5.0,,,427,92.024,4.64,0
,5.0,,,0,93.715,0.0,470
