elapsed_time_s,num_instances,average_cpu_percent,mem_usage,avg_rtt_ms,decision,active_containers_names,label,host_cpu_percent
0.0,1,0.0,0.0,0.0,NO_ACTION,,normal,0.0
5.0,1,8.4,17.02,1.86,NO_ACTION,target_instance_1,normal,3.0
10.0,1,7.85,17.08,1.88,NO_ACTION,target_instance_1,normal,2.69
15.0,1,7.97,17.06,1.75,NO_ACTION,target_instance_1,normal,2.97
20.0,1,8.01,17.03,1.8,NO_ACTION,target_instance_1,normal,3.11
25.0,1,9.74,17.12,157.12,NO_ACTION,target_instance_1,attack,3.74
30.0,1,8.42,16.14,70.92,NO_ACTION,target_instance_1,attack,3.64
35.0,1,12.55,17.1,65.6,NO_ACTION,target_instance_1,attack,3.59
40.0,1,14.68,15.08,73.1,NO_ACTION,target_instance_1,attack,3.38
45.0,1,12.11,15.18,60.86,NO_ACTION,target_instance_1,attack,2.89
50.0,1,8.36,15.06,62.64,NO_ACTION,target_instance_1,attack,3.33
55.0,1,11.57,16.47,68.13,NO_ACTION,target_instance_1,attack,3.14
60.0,1,14.16,15.1,60.41,NO_ACTION,target_instance_1,attack,3.23
65.0,1,12.03,15.13,56.68,NO_ACTION,target_instance_1,attack,4.14
70.0,1,8.1,16.16,63.14,NO_ACTION,target_instance_1,attack,3.94
75.0,1,7.91,17.07,63.12,NO_ACTION,target_instance_1,attack,5.15
80.0,1,14.6,16.17,66.3,NO_ACTION,target_instance_1,attack,5.51
85.0,1,13.56,17.13,71.13,NO_ACTION,target_instance_1,attack,5.34
90.0,1,8.24,17.1,54.01,NO_ACTION,target_instance_1,attack,2.95
95.0,1,12.72,17.15,70.88,NO_ACTION,target_instance_1,attack,4.16
100.0,1,9.7,17.15,66.34,NO_ACTION,target_instance_1,attack,4.02
105.0,1,10.93,16.45,65.25,NO_ACTION,target_instance_1,attack,3.42
110.0,1,6.92,15.12,63.02,NO_ACTION,target_instance_1,attack,3.02
115.0,1,28.21,16.49,118.21,NO_ACTION,target_instance_1,attack,4.82
120.0,1,8.76,17.14,64.28,NO_ACTION,target_instance_1,attack,3.42
125.0,1,14.26,16.45,63.92,NO_ACTION,target_instance_1,attack,3.47
130.0,1,7.9,17.14,60.85,NO_ACTION,target_instance_1,attack,3.16
135.0,1,12.3,15.09,69.14,NO_ACTION,target_instance_1,attack,3.72
140.0,1,10.63,15.14,56.3,NO_ACTION,target_instance_1,attack,2.67
145.0,1,9.35,15.14,57.17,NO_ACTION,target_instance_1,attack,2.82
150.0,1,16.02,15.2,65.56,NO_ACTION,target_instance_1,attack,4.01
155.0,1,12.8,15.12,65.86,NO_ACTION,target_instance_1,attack,3.23
160.0,1,13.78,15.12,54.52,NO_ACTION,target_instance_1,attack,3.72
165.0,1,8.07,15.16,1.85,NO_ACTION,target_instance_1,normal,3.14
170.0,1,7.14,15.12,1.82,NO_ACTION,target_instance_1,normal,2.67
175.0,1,8.27,15.17,1.92,NO_ACTION,target_instance_1,normal,3.01
