num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,1.0,4.0,1,,,,
,1.0,,,27,27.489,0.982,0
,1.0,,,21,27.508,0.763,0
,1.0,,,14,27.54,0.508,0
,1.0,,,35,27.952,1.252,0
4,1.0,4.0,2,,,,
,1.0,,,23,27.883,0.825,0
,1.0,,,30,28.03,1.07,0
,1.0,,,41,28.093,1.459,1
4,1.0,4.0,1,,,,
,1.0,,,12,14.446,0.831,0
,1.0,,,10,14.809,0.675,0
,1.0,,,21,15.403,1.363,0
4,1.0,4.0,2,,,,
,1.0,,,46,39.414,1.167,0
,1.0,,,41,39.549,1.037,0
,1.0,,,68,84.603,0.804,0
,1.0,,,41,39.95,1.026,0
,1.0,,,49,55.844,0.877,0
4,1.0,4.0,3,,,,
,1.0,,,27,22.46,1.202,0
,1.0,,,18,22.684,0.794,0
,1.0,,,33,23.011,1.434,0
,1.0,,,23,23.045,0.998,0
4,1.0,4.0,2,,,,
,1.0,,,6,3.658,1.64,0
,1.0,,,4,3.792,1.055,0
,1.0,,,66,68.565,0.963,0
,1.0,,,2,4.64,0.431,0
,1.0,,,5,7.777,0.643,0
