num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,5.0,20.0,1,,,,
,5.0,,,34,7.273,4.675,0
,5.0,,,46,7.383,6.231,0
,5.0,,,35,7.399,4.73,0
,5.0,,,35,7.872,4.446,0
4,5.0,20.0,2,,,,
,5.0,,,86,18.498,4.649,0
,5.0,,,76,18.512,4.105,0
,5.0,,,78,18.512,4.213,0
,5.0,,,77,18.523,4.157,0
4,5.0,20.0,3,,,,
,5.0,,,86,18.774,4.581,0
,5.0,,,85,18.877,4.503,0
,5.0,,,88,18.975,4.638,0
,5.0,,,92,19.109,4.814,0
4,5.0,20.0,4,,,,
,5.0,,,453,92.161,4.915,0
,5.0,,,451,92.256,4.889,0
,5.0,,,453,92.421,4.901,0
,5.0,,,428,92.461,4.629,0
