num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,0.5,2.0,1,,,,
4,0.5,2.0,2,,,,
,0.5,,,21,37.907,0.554,1
,0.5,,,27,55.68,0.485,0
,0.5,,,30,55.84,0.537,0
4,0.5,2.0,1,,,,
,0.5,,,11,53.976,0.204,6
,0.5,,,14,14.8,0.946,0
,0.5,,,32,71.92,0.445,0
,0.5,,,38,72.088,0.527,0
,0.5,,,39,54.826,0.711,0
,0.5,,,9,15.767,0.571,0
4,0.5,2.0,2,,,,
,0.5,,,27,49.084,0.55,0
,0.5,,,54,88.42,0.611,0
,0.5,,,13,33.352,0.39,0
4,0.5,2.0,1,,,,
,0.5,,,22,48.491,0.454,0
,0.5,,,9,15.0,0.6,0
,0.5,,,24,65.666,0.365,0
4,0.5,2.0,2,,,,
,0.5,,,11,23.404,0.47,0
,0.5,,,9,23.594,0.381,0
,0.5,,,22,39.351,0.559,0
,0.5,,,21,39.7,0.529,0
,0.5,,,10,25.834,0.387,1
,0.5,,,13,75.849,0.171,19
,0.5,,,12,26.188,0.458,0
,0.5,,,49,76.795,0.638,0
,0.5,,,21,43.424,0.484,0
