num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,5.0,20.0,1,,,,
4,5.0,20.0,2,,,,
,5.0,,,21,7.601,2.763,17
,5.0,,,22,7.646,2.877,12
,5.0,,,19,7.758,2.449,12
,5.0,,,13,7.761,1.675,10
,5.0,,,101,18.697,5.402,0
,5.0,,,87,18.738,4.643,0
,5.0,,,68,19.202,3.541,26
,5.0,,,73,19.382,3.766,30
4,5.0,20.0,3,,,,
,5.0,,,95,18.898,5.027,0
,5.0,,,102,19.045,5.356,0
,5.0,,,80,19.971,4.006,21
,5.0,,,57,20.037,2.845,15
4,5.0,20.0,4,,,,
,5.0,,,491,92.784,5.292,0
,5.0,,,452,92.873,4.867,0
,5.0,,,418,92.914,4.499,37
,5.0,,,443,92.887,4.769,0
