num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,2.5,10.0,1,,,,
4,2.5,10.0,2,,,,
,2.5,,,4,7.87,0.508,20
,2.5,,,2,8.218,0.243,16
,2.5,,,5,8.261,0.605,12
,2.5,,,2,8.324,0.24,16
,2.5,,,37,19.132,1.934,5
,2.5,,,43,19.221,2.237,3
,2.5,,,49,19.727,2.484,0
4,2.5,10.0,3,,,,
,2.5,,,94,39.6,2.374,0
,2.5,,,53,19.384,2.734,0
,2.5,,,45,19.538,2.303,0
,2.5,,,43,19.71,2.182,0
,2.5,,,52,20.112,2.586,0
4,2.5,10.0,4,,,,
,2.5,,,215,92.022,2.336,0
,2.5,,,233,92.051,2.531,0
,2.5,,,243,92.058,2.64,0
,2.5,,,216,92.163,2.344,0
