num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,2.5,10.0,1,,,,
,2.5,,,11,6.452,1.705,3
,2.5,,,12,6.582,1.823,1
,2.5,,,13,6.875,1.891,1
4,2.5,10.0,2,,,,
,2.5,,,10,7.48,1.337,1
,2.5,,,71,38.649,1.837,0
,2.5,,,95,38.67,2.457,0
,2.5,,,85,38.737,2.194,4
,2.5,,,87,39.223,2.218,2
4,2.5,10.0,3,,,,
,2.5,,,114,39.371,2.896,0
,2.5,,,102,39.614,2.575,0
,2.5,,,88,39.783,2.212,0
,2.5,,,99,40.193,2.463,5
4,2.5,10.0,4,,,,
,2.5,,,133,52.524,2.532,4
,2.5,,,123,52.729,2.333,0
,2.5,,,101,52.91,1.909,0
,2.5,,,113,55.93,2.02,0
