num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,0.5,2.0,1,,,,
,0.5,,,5,7.093,0.705,0
,0.5,,,6,7.557,0.794,0
4,0.5,2.0,2,,,,
,0.5,,,30,51.021,0.588,0
,0.5,,,20,43.368,0.461,0
,0.5,,,23,43.451,0.529,1
,0.5,,,28,43.494,0.644,0
4,0.5,2.0,1,,,,
,0.5,,,35,76.391,0.458,0
,0.5,,,13,24.978,0.52,0
,0.5,,,12,25.509,0.47,0
4,0.5,2.0,2,,,,
,0.5,,,17,38.051,0.447,0
,0.5,,,22,107.99,0.204,39
,0.5,,,29,64.085,0.453,0
4,0.5,2.0,1,,,,
,0.5,,,17,58.719,0.29,9
,0.5,,,20,58.72,0.341,13
,0.5,,,40,84.519,0.473,0
,0.5,,,32,58.988,0.542,0
,0.5,,,6,19.918,0.301,0
,0.5,,,15,20.581,0.729,0
4,0.5,2.0,2,,,,
,0.5,,,3,2.861,1.049,0
,0.5,,,3,3.317,0.904,0
,0.5,,,15,24.235,0.619,0
,0.5,,,13,25.709,0.506,0
,0.5,,,2,5.663,0.353,0
,0.5,,,4,6.968,0.574,0
