num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,0.5,2.0,1,,,,
,0.5,,,9,6.528,1.379,0
,0.5,,,4,6.578,0.608,0
,0.5,,,5,6.63,0.754,0
,0.5,,,2,6.931,0.289,0
4,0.5,2.0,2,,,,
,0.5,,,41,64.007,0.641,0
,0.5,,,44,64.399,0.683,0
4,0.5,2.0,3,,,,
,0.5,,,23,32.677,0.704,0
,0.5,,,13,33.108,0.393,0
,0.5,,,17,33.554,0.507,1
,0.5,,,11,33.616,0.327,0
4,0.5,2.0,2,,,,
,0.5,,,18,33.154,0.543,0
,0.5,,,26,33.473,0.777,0
,0.5,,,64,132.743,0.482,0
,0.5,,,68,133.063,0.511,0
,0.5,,,21,35.306,0.595,0
,0.5,,,21,37.538,0.559,0
